Tweet,Tweet Length,Cleaned_Tweet,Cleaned_Length,Normalized_Tweet,Normalized_Length,Tokenized_Tweet,Token_Count,No_Stopwords_Tweet,No_Stopwords_Count,Stemmed_Tweet,Stemmed_Count,Sentimen
abis liat tenda akmil kabinet merah putih sekelas glamping lemgkap bgt tp gw setuju sii semoga ada agenda guling gulingan sama push up di lapangan yeee,26,abis liat tenda akmil kabinet merah putih sekelas glamping lemgkap bgt tp gw setuju sii semoga ada agenda guling gulingan sama push up di lapangan yeee,26,abis liat tenda akmil kabinet merah putih sekelas glamping lemgkap bgt tp gw setuju sii semoga ada agenda guling gulingan sama push up di lapangan yeee,26,"[""abis"", ""liat"", ""tenda"", ""akmil"", ""kabinet"", ""merah"", ""putih"", ""sekelas"", ""glamping"", ""lemgkap"", ""bgt"", ""tp"", ""gw"", ""setuju"", ""sii"", ""semoga"", ""ada"", ""agenda"", ""guling"", ""gulingan"", ""sama"", ""push"", ""up"", ""di"", ""lapangan"", ""yeee""]",230,"[""abis"", ""liat"", ""tenda"", ""akmil"", ""kabinet"", ""merah"", ""putih"", ""sekelas"", ""glamping"", ""lemgkap"", ""setuju"", ""sii"", ""semoga"", ""agenda"", ""guling"", ""gulingan"", ""push"", ""up"", ""lapangan"", ""yeee""]",20,"[""abis"", ""liat"", ""tenda"", ""akmil"", ""kabinet"", ""merah"", ""putih"", ""kelas"", ""glamping"", ""lemgkap"", ""tuju"", ""sii"", ""moga"", ""agenda"", ""guling"", ""guling"", ""push"", ""up"", ""lapang"", ""yeee""]",20,negatif
@tempodotco Akibat kabinet tak sehat,5,tempodotco akibat kabinet tak sehat,5,tempodotco akibat kabinet tak sehat,5,"[""tempodotco"", ""akibat"", ""kabinet"", ""tak"", ""sehat""]",51,"[""tempodotco"", ""akibat"", ""kabinet"", ""sehat""]",4,"[""tempodotco"", ""akibat"", ""kabinet"", ""sehat""]",4,positif
@GirlBieberJ @prabowo @innokribow @hipohan @CAMERALIVE6849 Kabinet baru tapi kebijakan lama: boros dan nggak mendidik. Mau jadi negara apa kita?,19,girlbieberj prabowo innokribow hipohan cameralive6849 kabinet baru tapi kebijakan lama boros dan nggak mendidik mau jadi negara apa kita,19,girlbieberj prabowo innokribow hipohan cameralive6849 kabinet baru tapi kebijakan lama boros dan nggak mendidik mau jadi negara apa kita,19,"[""girlbieberj"", ""prabowo"", ""innokribow"", ""hipohan"", ""cameralive6849"", ""kabinet"", ""baru"", ""tapi"", ""kebijakan"", ""lama"", ""boros"", ""dan"", ""nggak"", ""mendidik"", ""mau"", ""jadi"", ""negara"", ""apa"", ""kita""]",194,"[""girlbieberj"", ""prabowo"", ""innokribow"", ""hipohan"", ""cameralive6849"", ""kabinet"", ""kebijakan"", ""boros"", ""mendidik"", ""negara""]",10,"[""girlbieberj"", ""prabowo"", ""innokribow"", ""hipohan"", ""cameralive6849"", ""kabinet"", ""bijak"", ""boros"", ""didik"", ""negara""]",10,positif
Bangun jam segini ngakak sendiri garaÂ² inget barusan mimpi apa Masa aku ngimpi masuk kabinet merah putih kementrian pargoi Indonesia Ini beneran Allah ngasih aku mimpi kaya gini? SeumurÂ² aku blm pernah pargoi lho nggak pernah joget tiktok jg bisaÂ²nya dilantik dlm mimpi ,43,bangun jam segini ngakak sendiri garaâ² inget barusan mimpi apa masa aku ngimpi masuk kabinet merah putih kementrian pargoi indonesia ini beneran allah ngasih aku mimpi kaya gini seumurâ² aku blm pernah pargoi lho nggak pernah joget tiktok jg bisaâ²nya dilantik dlm mimpi,43,bangun jam segini ngakak sendiri garaâ² inget barusan mimpi apa masa aku ngimpi masuk kabinet merah putih kementrian pargoi indonesia ini beneran allah ngasih aku mimpi kaya gini seumurâ² aku blm pernah pargoi lho nggak pernah joget tiktok jg bisaâ²nya dilantik dlm mimpi,43,"[""bangun"", ""jam"", ""segini"", ""ngakak"", ""sendiri"", ""garaâ²"", ""inget"", ""barusan"", ""mimpi"", ""apa"", ""masa"", ""aku"", ""ngimpi"", ""masuk"", ""kabinet"", ""merah"", ""putih"", ""kementrian"", ""pargoi"", ""indonesia"", ""ini"", ""beneran"", ""allah"", ""ngasih"", ""aku"", ""mimpi"", ""kaya"", ""gini"", ""seumurâ²"", ""aku"", ""blm"", ""pernah"", ""pargoi"", ""lho"", ""nggak"", ""pernah"", ""joget"", ""tiktok"", ""jg"", ""bisaâ²nya"", ""dilantik"", ""dlm"", ""mimpi""]",401,"[""bangun"", ""jam"", ""segini"", ""ngakak"", ""garaâ²"", ""inget"", ""barusan"", ""mimpi"", ""ngimpi"", ""masuk"", ""kabinet"", ""merah"", ""putih"", ""kementrian"", ""pargoi"", ""indonesia"", ""beneran"", ""allah"", ""ngasih"", ""mimpi"", ""kaya"", ""seumurâ²"", ""pargoi"", ""lho"", ""joget"", ""tiktok"", ""bisaâ²nya"", ""dilantik"", ""mimpi""]",29,"[""bangun"", ""jam"", ""gin"", ""ngakak"", ""gara"", ""inget"", ""barusan"", ""mimpi"", ""ngimpi"", ""masuk"", ""kabinet"", ""merah"", ""putih"", ""tri"", ""pargoi"", ""indonesia"", ""beneran"", ""allah"", ""ngasih"", ""mimpi"", ""kaya"", ""umur"", ""pargoi"", ""lho"", ""joget"", ""tiktok"", ""bisa"", ""nya"", ""lantik"", ""mimpi""]",30,netral
@kusmawan_11 @coldbrew165 @detikcom btw benci ke pemerintahan bukan brrti semuanya dibenci bro diliat dulu lah bru komentar blm juga kerja seminggu udah dikomplain semuanya liat nnti aja efisien atau ga nya nih kabinet jan langsung disimpulin.,36,kusmawan_11 coldbrew165 detikcom btw benci ke pemerintahan bukan brrti semuanya dibenci bro diliat dulu lah bru komentar blm juga kerja seminggu udah dikomplain semuanya liat nnti aja efisien atau ga nya nih kabinet jan langsung disimpulin,36,kusmawan_11 coldbrew165 detikcom btw benci ke pemerintahan bukan brrti semuanya dibenci bro diliat dulu lah bru komentar blm juga kerja seminggu udah dikomplain semuanya liat nnti aja efisien atau ga nya nih kabinet jan langsung disimpulin,36,"[""kusmawan_11"", ""coldbrew165"", ""detikcom"", ""btw"", ""benci"", ""ke"", ""pemerintahan"", ""bukan"", ""brrti"", ""semuanya"", ""dibenci"", ""bro"", ""diliat"", ""dulu"", ""lah"", ""bru"", ""komentar"", ""blm"", ""juga"", ""kerja"", ""seminggu"", ""udah"", ""dikomplain"", ""semuanya"", ""liat"", ""nnti"", ""aja"", ""efisien"", ""atau"", ""ga"", ""nya"", ""nih"", ""kabinet"", ""jan"", ""langsung"", ""disimpulin""]",348,"[""kusmawan_11"", ""coldbrew165"", ""detikcom"", ""btw"", ""benci"", ""pemerintahan"", ""brrti"", ""dibenci"", ""bro"", ""diliat"", ""bru"", ""komentar"", ""kerja"", ""seminggu"", ""udah"", ""dikomplain"", ""liat"", ""nnti"", ""efisien"", ""nya"", ""kabinet"", ""jan"", ""langsung"", ""disimpulin""]",24,"[""kusmawan"", ""11"", ""coldbrew165"", ""detikcom"", ""btw"", ""benci"", ""perintah"", ""brrti"", ""benci"", ""bro"", ""liat"", ""bru"", ""komentar"", ""kerja"", ""minggu"", ""udah"", ""komplain"", ""liat"", ""nnti"", ""efisien"", ""nya"", ""kabinet"", ""jan"", ""langsung"", ""disimpulin""]",25,positif
@Ynuar_ @isaacxqf Jd keluarga kabinet skrng. Subsidiin gw makan siang anniv 13 ya,13,ynuar_ isaacxqf jd keluarga kabinet skrng subsidiin gw makan siang anniv 13 ya,13,ynuar_ isaacxqf jd keluarga kabinet skrng subsidiin gw makan siang anniv 13 ya,13,"[""ynuar_"", ""isaacxqf"", ""jd"", ""keluarga"", ""kabinet"", ""skrng"", ""subsidiin"", ""gw"", ""makan"", ""siang"", ""anniv"", ""13"", ""ya""]",118,"[""ynuar_"", ""isaacxqf"", ""keluarga"", ""kabinet"", ""skrng"", ""subsidiin"", ""makan"", ""siang"", ""anniv"", ""13""]",10,"[""ynuar"", ""isaacxqf"", ""keluarga"", ""kabinet"", ""skrng"", ""subsidiin"", ""makan"", ""siang"", ""anniv"", ""13""]",10,netral
Menanti Langkah Penyelamatan Manufaktur Kabinet Prabowo https://t.co/uty5DWvowW https://t.co/aC1r3c6GP2,8,menanti langkah penyelamatan manufaktur kabinet prabowo,6,menanti langkah penyelamatan manufaktur kabinet prabowo,6,"[""menanti"", ""langkah"", ""penyelamatan"", ""manufaktur"", ""kabinet"", ""prabowo""]",74,"[""langkah"", ""penyelamatan"", ""manufaktur"", ""kabinet"", ""prabowo""]",5,"[""langkah"", ""selamat"", ""manufaktur"", ""kabinet"", ""prabowo""]",5,netral
@AndoFernan50737 @kumparan Ada mekanisme nya lah itu harus dibahas dirapat kabinet krn terkait dgn instansi lain. Lamgkah mendik ini bagus krn gerak cepat menolong guru honorer yg sedang dipermasalahkan,29,andofernan50737 kumparan ada mekanisme nya lah itu harus dibahas dirapat kabinet krn terkait dgn instansi lain lamgkah mendik ini bagus krn gerak cepat menolong guru honorer yg sedang dipermasalahkan,29,andofernan50737 kumparan ada mekanisme nya lah itu harus dibahas dirapat kabinet krn terkait dgn instansi lain lamgkah mendik ini bagus krn gerak cepat menolong guru honorer yg sedang dipermasalahkan,29,"[""andofernan50737"", ""kumparan"", ""ada"", ""mekanisme"", ""nya"", ""lah"", ""itu"", ""harus"", ""dibahas"", ""dirapat"", ""kabinet"", ""krn"", ""terkait"", ""dgn"", ""instansi"", ""lain"", ""lamgkah"", ""mendik"", ""ini"", ""bagus"", ""krn"", ""gerak"", ""cepat"", ""menolong"", ""guru"", ""honorer"", ""yg"", ""sedang"", ""dipermasalahkan""]",287,"[""andofernan50737"", ""kumparan"", ""mekanisme"", ""nya"", ""dibahas"", ""dirapat"", ""kabinet"", ""terkait"", ""instansi"", ""lamgkah"", ""mendik"", ""bagus"", ""gerak"", ""cepat"", ""menolong"", ""guru"", ""honorer"", ""dipermasalahkan""]",18,"[""andofernan50737"", ""kumpar"", ""mekanisme"", ""nya"", ""bahas"", ""rapat"", ""kabinet"", ""kait"", ""instansi"", ""lamgkah"", ""dik"", ""bagus"", ""gerak"", ""cepat"", ""tolong"", ""guru"", ""honorer"", ""masalah""]",18,positif
@nalaranana siap mengkudeta kabinet owo dan fufufafa siap membakar IKN https://t.co/y4BSx8SLeQ,11,nalaranana siap mengkudeta kabinet owo dan fufufafa siap membakar ikn,10,nalaranana siap mengkudeta kabinet owo dan fufufafa siap membakar ikn,10,"[""nalaranana"", ""siap"", ""mengkudeta"", ""kabinet"", ""owo"", ""dan"", ""fufufafa"", ""siap"", ""membakar"", ""ikn""]",100,"[""nalaranana"", ""mengkudeta"", ""kabinet"", ""owo"", ""membakar"", ""ikn""]",6,"[""nalaranana"", ""kudeta"", ""kabinet"", ""owo"", ""bakar"", ""ikn""]",6,netral
@liaasister Rapat kabinet aja belum digelar Saking gk pahamnya dia. Kira2 bakalan nabrak apalagi ke depannya..?,16,liaasister rapat kabinet aja belum digelar saking gk pahamnya dia kira2 bakalan nabrak apalagi ke depannya,16,liaasister rapat kabinet aja belum digelar saking gk pahamnya dia kira2 bakalan nabrak apalagi ke depannya,16,"[""liaasister"", ""rapat"", ""kabinet"", ""aja"", ""belum"", ""digelar"", ""saking"", ""gk"", ""pahamnya"", ""dia"", ""kira2"", ""bakalan"", ""nabrak"", ""apalagi"", ""ke"", ""depannya""]",155,"[""liaasister"", ""rapat"", ""kabinet"", ""digelar"", ""saking"", ""pahamnya"", ""kira2"", ""nabrak"", ""depannya""]",9,"[""liaasister"", ""rapat"", ""kabinet"", ""gelar"", ""saking"", ""paham"", ""kira2"", ""nabrak"", ""depan""]",9,netral
@Chavesz08 Yandri sudah mengakui kesalahannya dan berjanji tidak mengulangi lagi... di kabinet presiden sebelumnya belum ada menteri yg mengakui kesalahannya atau kekeliruan nya. Karena apa dia mengakui salah karena pak @prabowo tidak mentolerir sebuah kesalahan akibat kebodohan ,37,chavesz08 yandri sudah mengakui kesalahannya dan berjanji tidak mengulangi lagi di kabinet presiden sebelumnya belum ada menteri yg mengakui kesalahannya atau kekeliruan nya karena apa dia mengakui salah karena pak prabowo tidak mentolerir sebuah kesalahan akibat kebodohan,37,chavesz08 yandri sudah mengakui kesalahannya dan berjanji tidak mengulangi lagi di kabinet presiden sebelumnya belum ada menteri yg mengakui kesalahannya atau kekeliruan nya karena apa dia mengakui salah karena pak prabowo tidak mentolerir sebuah kesalahan akibat kebodohan,37,"[""chavesz08"", ""yandri"", ""sudah"", ""mengakui"", ""kesalahannya"", ""dan"", ""berjanji"", ""tidak"", ""mengulangi"", ""lagi"", ""di"", ""kabinet"", ""presiden"", ""sebelumnya"", ""belum"", ""ada"", ""menteri"", ""yg"", ""mengakui"", ""kesalahannya"", ""atau"", ""kekeliruan"", ""nya"", ""karena"", ""apa"", ""dia"", ""mengakui"", ""salah"", ""karena"", ""pak"", ""prabowo"", ""tidak"", ""mentolerir"", ""sebuah"", ""kesalahan"", ""akibat"", ""kebodohan""]",385,"[""chavesz08"", ""yandri"", ""mengakui"", ""kesalahannya"", ""berjanji"", ""mengulangi"", ""kabinet"", ""presiden"", ""menteri"", ""mengakui"", ""kesalahannya"", ""kekeliruan"", ""nya"", ""mengakui"", ""salah"", ""prabowo"", ""mentolerir"", ""kesalahan"", ""akibat"", ""kebodohan""]",20,"[""chavesz08"", ""yandri"", ""aku"", ""salah"", ""janji"", ""ulang"", ""kabinet"", ""presiden"", ""menteri"", ""aku"", ""salah"", ""keliru"", ""nya"", ""aku"", ""salah"", ""prabowo"", ""tolerir"", ""salah"", ""akibat"", ""bodoh""]",20,negatif
@msaid_didu Kabinet Obesitas... semua Penyakit kumpul di Sini... tunggu Anfal nya saja..!!!,12,msaid_didu kabinet obesitas semua penyakit kumpul di sini tunggu anfal nya saja,12,msaid_didu kabinet obesitas semua penyakit kumpul di sini tunggu anfal nya saja,12,"[""msaid_didu"", ""kabinet"", ""obesitas"", ""semua"", ""penyakit"", ""kumpul"", ""di"", ""sini"", ""tunggu"", ""anfal"", ""nya"", ""saja""]",116,"[""msaid_didu"", ""kabinet"", ""obesitas"", ""penyakit"", ""kumpul"", ""tunggu"", ""anfal"", ""nya""]",8,"[""msaid"", ""didu"", ""kabinet"", ""obesitas"", ""sakit"", ""kumpul"", ""tunggu"", ""anfal"", ""nya""]",9,negatif
@ARSIPAJA jumlah anggota kabinetnya di grafik ini udah menunjukkan bahwa kabinet Prabowo udah melampaui kabinet 100 menterinya soekarno https://t.co/pLv1GCcxfy,19,arsipaja jumlah anggota kabinetnya di grafik ini udah menunjukkan bahwa kabinet prabowo udah melampaui kabinet 100 menterinya soekarno,18,arsipaja jumlah anggota kabinetnya di grafik ini udah menunjukkan bahwa kabinet prabowo udah melampaui kabinet 100 menterinya soekarno,18,"[""arsipaja"", ""jumlah"", ""anggota"", ""kabinetnya"", ""di"", ""grafik"", ""ini"", ""udah"", ""menunjukkan"", ""bahwa"", ""kabinet"", ""prabowo"", ""udah"", ""melampaui"", ""kabinet"", ""100"", ""menterinya"", ""soekarno""]",189,"[""arsipaja"", ""anggota"", ""kabinetnya"", ""grafik"", ""udah"", ""kabinet"", ""prabowo"", ""udah"", ""melampaui"", ""kabinet"", ""100"", ""menterinya"", ""soekarno""]",13,"[""arsipaja"", ""anggota"", ""kabinet"", ""grafik"", ""udah"", ""kabinet"", ""prabowo"", ""udah"", ""lampau"", ""kabinet"", ""100"", ""menteri"", ""soekarno""]",13,netral
@Legislator75 @Mdy_Asmara1701 Liat dulu aja kedepannya kan itu lagi ngomongin kemaren kemaren. Semoga bisa berubah lebih baik dari kabinet skrng tidak ada lgi lambat birokrasi,25,legislator75 mdy_asmara1701 liat dulu aja kedepannya kan itu lagi ngomongin kemaren kemaren semoga bisa berubah lebih baik dari kabinet skrng tidak ada lgi lambat birokrasi,25,legislator75 mdy_asmara1701 liat dulu aja kedepannya kan itu lagi ngomongin kemaren kemaren semoga bisa berubah lebih baik dari kabinet skrng tidak ada lgi lambat birokrasi,25,"[""legislator75"", ""mdy_asmara1701"", ""liat"", ""dulu"", ""aja"", ""kedepannya"", ""kan"", ""itu"", ""lagi"", ""ngomongin"", ""kemaren"", ""kemaren"", ""semoga"", ""bisa"", ""berubah"", ""lebih"", ""baik"", ""dari"", ""kabinet"", ""skrng"", ""tidak"", ""ada"", ""lgi"", ""lambat"", ""birokrasi""]",248,"[""legislator75"", ""mdy_asmara1701"", ""liat"", ""kedepannya"", ""ngomongin"", ""kemaren"", ""kemaren"", ""semoga"", ""berubah"", ""kabinet"", ""skrng"", ""lgi"", ""lambat"", ""birokrasi""]",14,"[""legislator75"", ""mdy"", ""asmara1701"", ""liat"", ""depan"", ""ngomongin"", ""kemaren"", ""kemaren"", ""moga"", ""ubah"", ""kabinet"", ""skrng"", ""lgi"", ""lambat"", ""birokrasi""]",15,negatif
@mohmahfudmd Orang Pertama Yg Mengotori Kabinet MERAH PUTIH ,8,mohmahfudmd orang pertama yg mengotori kabinet merah putih,8,mohmahfudmd orang pertama yg mengotori kabinet merah putih,8,"[""mohmahfudmd"", ""orang"", ""pertama"", ""yg"", ""mengotori"", ""kabinet"", ""merah"", ""putih""]",83,"[""mohmahfudmd"", ""orang"", ""mengotori"", ""kabinet"", ""merah"", ""putih""]",6,"[""mohmahfudmd"", ""orang"", ""kotor"", ""kabinet"", ""merah"", ""putih""]",6,negatif
@ahmad27208855 @suaraofrakyat @anwaribrahim @DSDrNaim @keluarsekejap @Khairykj @ShahrilHamdan @n_izzah @MyJAKIM @kamilmunim @shamsuliskandar @drwanazizah Haha kau try suruh papanon berdailog ngn mufti. RUU ni dh go through kabinet kira papanon pun dah setuju dengn ruu untuk dibentang. Tengok siapa yg penakut.,39,ahmad27208855 suaraofrakyat anwaribrahim dsdrnaim keluarsekejap khairykj shahrilhamdan n_izzah myjakim kamilmunim shamsuliskandar drwanazizah haha kau try suruh papanon berdailog ngn mufti ruu ni dh go through kabinet kira papanon pun dah setuju dengn ruu untuk dibentang tengok siapa yg penakut,39,ahmad27208855 suaraofrakyat anwaribrahim dsdrnaim keluarsekejap khairykj shahrilhamdan n_izzah myjakim kamilmunim shamsuliskandar drwanazizah haha kau try suruh papanon berdailog ngn mufti ruu ni dh go through kabinet kira papanon pun dah setuju dengn ruu untuk dibentang tengok siapa yg penakut,39,"[""ahmad27208855"", ""suaraofrakyat"", ""anwaribrahim"", ""dsdrnaim"", ""keluarsekejap"", ""khairykj"", ""shahrilhamdan"", ""n_izzah"", ""myjakim"", ""kamilmunim"", ""shamsuliskandar"", ""drwanazizah"", ""haha"", ""kau"", ""try"", ""suruh"", ""papanon"", ""berdailog"", ""ngn"", ""mufti"", ""ruu"", ""ni"", ""dh"", ""go"", ""through"", ""kabinet"", ""kira"", ""papanon"", ""pun"", ""dah"", ""setuju"", ""dengn"", ""ruu"", ""untuk"", ""dibentang"", ""tengok"", ""siapa"", ""yg"", ""penakut""]",413,"[""ahmad27208855"", ""suaraofrakyat"", ""anwaribrahim"", ""dsdrnaim"", ""keluarsekejap"", ""khairykj"", ""shahrilhamdan"", ""n_izzah"", ""myjakim"", ""kamilmunim"", ""shamsuliskandar"", ""drwanazizah"", ""haha"", ""kau"", ""try"", ""suruh"", ""papanon"", ""berdailog"", ""ngn"", ""mufti"", ""ruu"", ""dh"", ""go"", ""through"", ""kabinet"", ""papanon"", ""setuju"", ""dengn"", ""ruu"", ""dibentang"", ""tengok"", ""penakut""]",32,"[""ahmad27208855"", ""suaraofrakyat"", ""anwaribrahim"", ""dsdrnaim"", ""keluarsekejap"", ""khairykj"", ""shahrilhamdan"", ""n"", ""izzah"", ""myjakim"", ""kamilmunim"", ""shamsuliskandar"", ""drwanazizah"", ""haha"", ""kau"", ""try"", ""suruh"", ""papanon"", ""berdailog"", ""ngn"", ""mufti"", ""ruu"", ""dh"", ""go"", ""through"", ""kabinet"", ""papanon"", ""tuju"", ""dengn"", ""ruu"", ""bentang"", ""tengok"", ""takut""]",33,positif
Kemaren2 pas nyusun kabinet bacain mentri baru merah putih sempet kebawa suasana banyak yg pensiun dll ampe nangis melow sendiri eh taunya cuma ganti jabatan anjirr pak bass kepala otorita luhut ketua eknas sialan ngapain gue sedih kemaren balikin air mata gue,42,kemaren2 pas nyusun kabinet bacain mentri baru merah putih sempet kebawa suasana banyak yg pensiun dll ampe nangis melow sendiri eh taunya cuma ganti jabatan anjirr pak bass kepala otorita luhut ketua eknas sialan ngapain gue sedih kemaren balikin air mata gue,42,kemaren2 pas nyusun kabinet bacain mentri baru merah putih sempet kebawa suasana banyak yg pensiun dll ampe nangis melow sendiri eh taunya cuma ganti jabatan anjirr pak bass kepala otorita luhut ketua eknas sialan ngapain gue sedih kemaren balikin air mata gue,42,"[""kemaren2"", ""pas"", ""nyusun"", ""kabinet"", ""bacain"", ""mentri"", ""baru"", ""merah"", ""putih"", ""sempet"", ""kebawa"", ""suasana"", ""banyak"", ""yg"", ""pensiun"", ""dll"", ""ampe"", ""nangis"", ""melow"", ""sendiri"", ""eh"", ""taunya"", ""cuma"", ""ganti"", ""jabatan"", ""anjirr"", ""pak"", ""bass"", ""kepala"", ""otorita"", ""luhut"", ""ketua"", ""eknas"", ""sialan"", ""ngapain"", ""gue"", ""sedih"", ""kemaren"", ""balikin"", ""air"", ""mata"", ""gue""]",387,"[""kemaren2"", ""pas"", ""nyusun"", ""kabinet"", ""bacain"", ""mentri"", ""merah"", ""putih"", ""sempet"", ""kebawa"", ""suasana"", ""pensiun"", ""ampe"", ""nangis"", ""melow"", ""eh"", ""taunya"", ""ganti"", ""jabatan"", ""anjirr"", ""bass"", ""kepala"", ""otorita"", ""luhut"", ""ketua"", ""eknas"", ""sialan"", ""ngapain"", ""sedih"", ""kemaren"", ""balikin"", ""air"", ""mata""]",33,"[""kemaren2"", ""pas"", ""nyusun"", ""kabinet"", ""bacain"", ""tri"", ""merah"", ""putih"", ""sempet"", ""bawa"", ""suasana"", ""pensiun"", ""ampe"", ""nang"", ""melow"", ""eh"", ""tau"", ""ganti"", ""jabat"", ""anjirr"", ""bass"", ""kepala"", ""otorita"", ""luhut"", ""ketua"", ""eknas"", ""sial"", ""ngapain"", ""sedih"", ""kemaren"", ""balikin"", ""air"", ""mata""]",33,negatif
@tempodotco baru kali ini liat ruang rapat kabinet seluas ini...,10,tempodotco baru kali ini liat ruang rapat kabinet seluas ini,10,tempodotco baru kali ini liat ruang rapat kabinet seluas ini,10,"[""tempodotco"", ""baru"", ""kali"", ""ini"", ""liat"", ""ruang"", ""rapat"", ""kabinet"", ""seluas"", ""ini""]",91,"[""tempodotco"", ""kali"", ""liat"", ""ruang"", ""rapat"", ""kabinet"", ""seluas""]",7,"[""tempodotco"", ""kali"", ""liat"", ""ruang"", ""rapat"", ""kabinet"", ""luas""]",7,netral
Presiden Prabowo Tekankan Kerja Sama Tim dan Efisiensi dalam Sidang Kabinet Paripurna Perdana https://t.co/migWQAU6Kp,14,presiden prabowo tekankan kerja sama tim dan efisiensi dalam sidang kabinet paripurna perdana,13,presiden prabowo tekankan kerja sama tim dan efisiensi dalam sidang kabinet paripurna perdana,13,"[""presiden"", ""prabowo"", ""tekankan"", ""kerja"", ""sama"", ""tim"", ""dan"", ""efisiensi"", ""dalam"", ""sidang"", ""kabinet"", ""paripurna"", ""perdana""]",133,"[""presiden"", ""prabowo"", ""tekankan"", ""kerja"", ""tim"", ""efisiensi"", ""sidang"", ""kabinet"", ""paripurna"", ""perdana""]",10,"[""presiden"", ""prabowo"", ""tekan"", ""kerja"", ""tim"", ""efisiensi"", ""sidang"", ""kabinet"", ""paripurna"", ""perdana""]",10,positif
