Tweet,Sentimen,Tweet Length,Tokenized
 kabinet yg dibentuk berantakan kalian dan anies yg cara pikirnya berantakan,negatif,12,"['kabinet', 'bentuk', 'beranta', 'anies', 'pikir', 'beranta']"
camarda baru nobita t traveling vini menteri pecat polisi kabinet merah putih suswono wagub warteg ui luruskan hoaks ,negatif,27,"['camarda', 'nobita', 't', 'traveling', 'vini', 'menteri', 'pecat', 'polisi', 'kabinet', 'merah', 'putih', 'suswono', 'wagub', 'warteg', 'ui', 'lurus', 'hoaks']"
maaf banget baru ngeh sama keseluruhan struktur kabinet merah putihnya pak wowo sad banget bu retno udh gajadi menlu but i ll be always respect for her and team because their action when walk out from rapat pbb for stand palestine waktu itu,negatif,43,"['maaf', 'banget', 'ngeh', 'struktur', 'kabinet', 'merah', 'putih', 'wowo', 'sad', 'banget', 'bu', 'retno', 'gajadi', 'menlu', 'but', 'i', 'll', 'be', 'always', 'respect', 'for', 'her', 'and', 'team', 'because', 'their', 'action', 'when', 'walk', 'out', 'from', 'rapat', 'pbb', 'for', 'stand', 'palestine']"
rapat kabinet menteri pororo nanti lokasinya akan menyewa ballroom gedung yg biasa dipakai buat pesta resepsi pernikahan biar muat ceunah info a ,negatif,22,"['rapat', 'kabinet', 'menteri', 'pororo', 'lokasi', 'sewa', 'ballroom', 'gedung', 'pakai', 'pesta', 'resepsi', 'nikah', 'biar', 'muat', 'ceunah', 'info', 'a']"
 bapak bikin kabinet gendut juga jd beban apbn dan masyarakat lo pak,negatif,13,"['bikin', 'kabinet', 'gendut', 'beban', 'apbn', 'masyarakat', 'lo']"
pimpin sidang kabinet paripurna perdana presiden tekankan pentingnya persatuan nasional dan kedaulatan bangsa serta akan ada pembekalan menteri di magelang jawa tengah ,positif,24,"['pimpin', 'sidang', 'kabinet', 'paripurna', 'perdana', 'presiden', 'tekan', 'satu', 'nasional', 'daulat', 'bangsa', 'bekal', 'menteri', 'magelang', 'jawa']"
 dlm rpt kabinet td ada ksh pertanyaan ga sm fufufafa cak ,negatif,12,"['rpt', 'kabinet', 'td', 'ksh', 'sm', 'cak']"
 gak bisa ndut duit gue ngepas buat bayar pajak ndut kan kabinet lu gendut ndut,negatif,16,"['gak', 'ndut', 'duit', 'ngepas', 'bayar', 'pajak', 'ndut', 'kabinet', 'gendut', 'ndut']"
rapat perdana kabinet merah putih prabowo minta menteri bekerja seperti total football ,netral,14,"['rapat', 'perdana', 'kabinet', 'merah', 'putih', 'prabowo', 'menteri', 'total', 'football']"
komandan tkn fanta arief rosyid hasan apresiasi prabowo sebagai negarawan sejati yang libatkan generasi muda dalam kabinet merah putih ,positif,20,"['komandan', 'tkn', 'fanta', 'arief', 'rosyid', 'hasan', 'apresiasi', 'prabowo', 'negarawan', 'sejati', 'libat', 'generasi', 'muda', 'kabinet', 'merah', 'putih']"
prabowogibran bakal boyong kabinet merah putih ke akmil magelang selama hari ,netral,13,"['prabowogibran', 'boyong', 'kabinet', 'merah', 'putih', 'akmil', 'magelang']"
dua kata lucu kabinet gemoy ,negatif,6,"['lucu', 'kabinet', 'gemoy']"
analis politik jokowi pengendali kabinet merah putih ,negatif,8,"['analis', 'politik', 'jokowi', 'kendali', 'kabinet', 'merah', 'putih']"
sekretaris kabinet seskab mayor teddy indra wijaya memperingatkan seluruh kabinet merah putih agar berhatihati dalam menggunakan kop surat dan tanda tangan ,netral,22,"['sekretaris', 'kabinet', 'seskab', 'mayor', 'teddy', 'indra', 'wijaya', 'ingat', 'kabinet', 'merah', 'putih', 'berhatihati', 'kop', 'surat', 'tanda', 'tangan']"
prabowo subianto lantik menteri dan wakil menteri kabinet merah putih ,netral,11,"['prabowo', 'subianto', 'lantik', 'menteri', 'wakil', 'menteri', 'kabinet', 'merah', 'putih']"
 prabowo sangat ngawur di kabinet nya asal comot aja,negatif,10,"['prabowo', 'ngawur', 'kabinet', 'nya', 'comot']"
beratampterjal nasib ridwan kamil dipentas politik nasional dia icon orang sunda yg meniti karir politik dgn identitas etnis yg kental bertarung di jakarta dlm kemasan parpol yg rusak bak simalakama keresahan tdk masuk kabinet mnyurutkan kader militan u berjuang,negatif,40,"['beratampterjal', 'nasib', 'ridwan', 'kamil', 'pentas', 'politik', 'nasional', 'icon', 'orang', 'sunda', 'titi', 'karir', 'politik', 'identitas', 'etnis', 'kental', 'tarung', 'jakarta', 'kemas', 'parpol', 'rusak', 'bak', 'simalakama', 'resah', 'masuk', 'kabinet', 'mnyurutkan', 'kader', 'militan', 'u', 'juang']"
dlm politik derajat ekspektasi itu hrs dirumuskan berulang kadar kawan lawan bahkan terselubung bagai bunglon hrs jdi standar dewan syuro hasan nasbi diyakini jdi pemanas didepaknya gerbong syaiku aboe bakar dari kabinet prabowo mungkin kurang jilatan sperti babeh haikal,negatif,39,"['politik', 'derajat', 'ekspektasi', 'hrs', 'rumus', 'ulang', 'kadar', 'kawan', 'lawan', 'selubung', 'bunglon', 'hrs', 'jdi', 'standar', 'dewan', 'syuro', 'hasan', 'nasbi', 'yakin', 'jdi', 'panas', 'depak', 'gerbong', 'syaiku', 'aboe', 'bakar', 'kabinet', 'prabowo', 'jilat', 'sperti', 'babeh', 'haikal']"
ada yg kecele terbuang dari lingkaran kabinet prabowo siapa dia awalnya mmelas kini mnjadi blunder mendepak karna janji surga ini politik bung belajarlah lebih matang soal watak politik bersanding dgn mnjadi hambar kan skarang,negatif,38,"['kecele', 'buang', 'lingkar', 'kabinet', 'prabowo', 'mmelas', 'mnjadi', 'blunder', 'depak', 'karna', 'janji', 'surga', 'politik', 'bajar', 'matang', 'watak', 'politik', 'sanding', 'mnjadi', 'hambar', 'skarang']"
langkah cepat pak untuk menjalankan programprogram kerjanya beliau berharap hari pertama harus sudah tampak jelas jejakjejak kinerja kabinet merah putih apa konsekuensi bagi menteri yang tak mampu apakah ada sanksi tegas rakyat menanti hasil kerja pemerintah ,negatif,39,"['langkah', 'cepat', 'jalan', 'programprogram', 'kerja', 'beliau', 'harap', 'jejakjejak', 'kerja', 'kabinet', 'merah', 'putih', 'konsekuensi', 'menteri', 'sanksi', 'rakyat', 'hasil', 'kerja', 'perintah']"
kabinet merah putih dinilai psi jadi solusi masalah kompleks di indonesia ,netral,13,"['kabinet', 'merah', 'putih', 'nilai', 'psi', 'solusi', 'kompleks', 'indonesia']"
 kabinet gemuk,negatif,3,"['kabinet', 'gemuk']"
wapres gibran hadir di sidang kabinet paripurna perdana di bawah presiden prabowo fokus pada hilirisasi swasembada pangan dan program makan bergizi ,netral,22,"['wapres', 'gibran', 'hadir', 'sidang', 'kabinet', 'paripurna', 'perdana', 'presiden', 'prabowo', 'fokus', 'hilir', 'swasembada', 'pangan', 'program', 'makan', 'gizi']"
 entah kenapa masih menyangsikan dengan kabinet yg baru ini sdh kabinet gemuk dan terkesan bagi bagi jabatan beban apbn juga makin tinggi diisi pula sama orang yg blunder trs kerjaannya semoga tahun kedepan kita semua perekonomiannya membaik dan gak perlu cemas,negatif,43,"['sangsi', 'kabinet', 'kabinet', 'gemuk', 'kes', 'jabat', 'beban', 'apbn', 'isi', 'orang', 'blunder', 'trs', 'kerja', 'moga', 'depan', 'ekonomi', 'baik', 'gak', 'cemas']"
 mentri yang paling guwa suka di kabinet jokowi hanya bu retno saja,negatif,13,"['tri', 'guwa', 'suka', 'kabinet', 'jokowi', 'bu', 'retno']"
 menegaskan kembali bahwa kabinet ini harus segera bekerja dengan baik dibutuhkan kekompakan termasuk juga dalam menyelesaikan permasalahan di lapangan sesuai dengan bidang dan domain masingmasing,positif,26,"['kabinet', 'butuh', 'kompak', 'selesai', 'masalah', 'lapang', 'sesuai', 'bidang', 'domain', 'masingmasing']"
presiden pimpin rapat kabinet merah putih langsung tegesin gak kerja dgn bener copot nah pembantu mulyono byk nih di kabinet tinggal lihat bs patuh dan ikut arahan apa nggak kalo nggak ya copot reputasi terbaik mrk hancur seketika bukti presiden skr yg pegang kendali,negatif,44,"['presiden', 'pimpin', 'rapat', 'kabinet', 'merah', 'putih', 'langsung', 'tegesin', 'gak', 'kerja', 'bener', 'copot', 'bantu', 'mulyono', 'byk', 'kabinet', 'tinggal', 'lihat', 'patuh', 'arah', 'kalo', 'copot', 'reputasi', 'baik', 'mrk', 'hancur', 'bukti', 'presiden', 'skr', 'pegang', 'kendali']"
 preketek selama masih ada mentri periode lalu yg terbukti menyengsarakan rakyat di kabinet sekarang gak akan percaya,negatif,18,"['preketek', 'tri', 'periode', 'bukti', 'sengsara', 'rakyat', 'kabinet', 'gak', 'percaya']"
selamat bertugas untuk bapak budi santoso selalu menteri perdagangan republik indonesia dalam kabinet merah putih di bawah kepemerintahan presiden republik indonesia bapak prabowo subianto salam dari pulau formosa ,netral,29,"['selamat', 'tugas', 'santoso', 'menteri', 'dagang', 'republik', 'indonesia', 'kabinet', 'merah', 'putih', 'perintah', 'presiden', 'republik', 'indonesia', 'prabowo', 'subianto', 'salam', 'pulau', 'formosa']"
 kabinet baru berusia hari anda sudah bisa meramalkannya seakan akan kapten mulyono lebih hebat dari tony stark bro didu presiden tidak sebodoh yang anda kira seakan akan presiden dibawah perintah mantan presidenbiarkanlah mereka bermain civil war seperti avengers,negatif,41,"['kabinet', 'usia', 'ramal', 'akan', 'kapten', 'mulyono', 'hebat', 'tony', 'stark', 'bro', 'didu', 'presiden', 'bodoh', 'akan', 'presiden', 'bawah', 'perintah', 'mantan', 'presidenbiarkanlah', 'main', 'civil', 'war', 'avengers']"
blom hari ni anggota kabinet banyak yg absurd ya,negatif,10,"['blom', 'anggota', 'kabinet', 'absurd']"
 jangan senang dulu opung bisa jadi itu test bagi kabinet gemuk,negatif,12,"['senang', 'opung', 'test', 'kabinet', 'gemuk']"
prabowo subianto tekankan persatuan elit politik dan pengelolaan kekayaan bangsa di sidang kabinet perdana ,netral,15,"['prabowo', 'subianto', 'tekan', 'satu', 'elit', 'politik', 'kelola', 'kaya', 'bangsa', 'sidang', 'kabinet', 'perdana']"
 makanya kabinet gemuk biar asisten nya yg kerja yg jawab yg bikin laporan dll termasuk yg di salah in ,negatif,21,"['kabinet', 'gemuk', 'biar', 'asisten', 'nya', 'kerja', 'bikin', 'lapor', 'salah', 'in']"
kalau kita liat susunan kabinet mentri hanya hitungan jari perempuan terpampang wajahwajah gagah saja kemana para perempuannya,negatif,17,"['susun', 'kabinet', 'tri', 'hitung', 'jari', 'perempuan', 'pampang', 'wajahwajah', 'gagah', 'mana', 'perempuan']"
terlihat wibawanya wajah bocil dalam sidang kabinet tatapan matanya tajam seperti mata elang ngikik malam ,negatif,16,"['wibawa', 'wajah', 'bocil', 'sidang', 'kabinet', 'tatap', 'mata', 'tajam', 'mata', 'elang', 'ngikik', 'malam']"
prabowo di sidang kabinet tidak ada di antara kita yang punya tongkat nabi sulaiman ,netral,15,"['prabowo', 'sidang', 'kabinet', 'tongkat', 'nabi', 'sulaiman']"
 nama kabinet merah putih dimaksud menggambarkan kabinet berjiwa nasionalis berisi menteri kepala badan wakil menteri jumlah menteri dan wakil menteri terlalu banyak mungkin lebih cocok pakai nama kabinet padat karyawan ,negatif,49,"['nama', 'kabinet', 'merah', 'putih', 'gambar', 'kabinet', 'jiwa', 'nasionalis', 'isi', 'menteri', 'kepala', 'badan', 'wakil', 'menteri', 'menteri', 'wakil', 'menteri', 'cocok', 'pakai', 'nama', 'kabinet', 'padat', 'karyawan']"
 tadi sempat tayang sampai waktu gol tapi habis itu langsung menghilang,netral,14,"['tayang', 'gol', 'habis', 'langsung', 'hilang']"
lho tadi di rapat kabinet bilang harus efisien tidak boleh rapat ini itu seminar ini itu lha ini,negatif,18,"['lho', 'rapat', 'kabinet', 'bilang', 'efisien', 'rapat', 'seminar', 'lha']"
anggota kabinet yg bikin gaduh mulaik keliatan dan unjuk ketangkasan berkata kata,negatif,12,"['anggota', 'kabinet', 'bikin', 'gaduh', 'mulaik', 'liat', 'unjuk', 'tangkas']"
 belum sidang kabinet tapi udah kesana kemari seolah seperti presiden apa mau menunjukkan kalau beliau merasa lebih baik dari maruf amin,negatif,22,"['sidang', 'kabinet', 'udah', 'kesana', 'kemari', 'presiden', 'beliau', 'maruf', 'amin']"
kirain guanlin jadi anggota kabinet merah putih ,netral,8,"['kirain', 'guanlin', 'anggota', 'kabinet', 'merah', 'putih']"
tanggapi kabinet gemoy adik prabowo jika bulan pertama kurang berdaya akan dievaluasi ,negatif,14,"['tanggap', 'kabinet', 'gemoy', 'adik', 'prabowo', 'daya', 'evaluasi']"
program hilirisasi kabinet merah putih prabowogibran ekonom sebut sektorsektor ini bisa jadi fokus awal ekonom dari pusat ekonomi makro dan keuangan brin menyarankan pemerintah kabinet merah putih prabowogibran agar berfokus dalam hilirisasi dalam ,netral,35,"['program', 'hilir', 'kabinet', 'merah', 'putih', 'prabowogibran', 'ekonom', 'sektorsektor', 'fokus', 'ekonom', 'pusat', 'ekonomi', 'makro', 'uang', 'brin', 'saran', 'perintah', 'kabinet', 'merah', 'putih', 'prabowogibran', 'fokus', 'hilir']"
presiden prabowo ungkap alasan pembekalan menteri kabinet diadakan di akmil magelang ,netral,13,"['presiden', 'prabowo', 'alas', 'bekal', 'menteri', 'kabinet', 'ada', 'akmil', 'magelang']"
sandal slop glossy ala korea shopee presiden prabowo kabinet merah putih malam taro pigai hitthefloor t jirayut doraemon baru madrid rabu ,netral,27,"['sandal', 'slop', 'glossy', 'korea', 'shopee', 'presiden', 'prabowo', 'kabinet', 'merah', 'putih', 'malam', 'taro', 'pigai', 'hitthefloor', 't', 'jirayut', 'doraemon', 'madrid', 'rabu']"
 mencermati kabinet bentukan prabowo tepat kata soe hik gie prabowo itu terlalu naif lugu kekanak xan dan terlalu polos orang dgn sifat naif sering kali begitu percaya kpd orang di sekitarnya akan jatuh krn kenaifannya ,negatif,37,"['cermat', 'kabinet', 'bentuk', 'prabowo', 'soe', 'hik', 'gie', 'prabowo', 'naif', 'lugu', 'kekanak', 'xan', 'polos', 'orang', 'sifat', 'naif', 'kali', 'percaya', 'kpd', 'orang', 'jatuh', 'naif']"
video menteri dan wamen kabinet tembus orang gaji melambung ,negatif,12,"['video', 'menteri', 'wamen', 'kabinet', 'tembus', 'orang', 'gaji', 'lambung']"
 tidak perlu koar tapi tiba ada dalam kabinet,negatif,9,"['koar', 'kabinet']"
presiden prabowo subianto mengingatkan jajaran menteri di kabinet merah putih tidak mementingkan urusan pribadi dalam menjalankan tugas ,netral,18,"['presiden', 'prabowo', 'subianto', 'jajar', 'menteri', 'kabinet', 'merah', 'putih', 'penting', 'urus', 'pribadi', 'jalan', 'tugas']"
said didu kabinet merah putih dikendalikan jokowi bukan prabowo ,negatif,10,"['said', 'didu', 'kabinet', 'merah', 'putih', 'kendali', 'jokowi', 'prabowo']"
takut lihat kenyataan kenyataan kabinet baru ,negatif,6,"['takut', 'lihat', 'nyata', 'nyata', 'kabinet']"
 maksudnya dibalik luar dalam bukan atas bawah ,netral,10,"['maksud', 'balik']"
sidang kabinet paripurna yang pertama kabinet merah putih ,netral,10,"['sidang', 'kabinet', 'paripurna', 'kabinet', 'merah', 'putih']"
galaknya sih dapet ya tapi birokrasi seefisien apa yang bapak harapkan dari kabinet berisi kepala ,negatif,16,"['galak', 'dapet', 'birokrasi', 'efisien', 'harap', 'kabinet', 'isi', 'kepala']"
 cocok masuk dalam kabinet para penyamun,negatif,9,"['cocok', 'masuk', 'kabinet', 'samun']"
refly harun soal kabinet era jokowi periode pertama lebih baik dari prabowo ,negatif,13,"['refly', 'harun', 'kabinet', 'era', 'jokowi', 'periode', 'prabowo']"
 kemenag saat ini yg tersuram dari suramnya isi kabinet,negatif,10,"['kemenag', 'suram', 'suram', 'isi', 'kabinet']"
 sebaliknya masa jabatan eksekutif yang tahun per periode perlu ditambah selama ini tahun pertama habis utk konsolidasi kabinet dan bulan terakhir habis utk tahun politik praktis masa kerja pemerintah hanya tersisa tahun periode,negatif,38,"['jabat', 'eksekutif', 'periode', 'tambah', 'habis', 'konsolidasi', 'kabinet', 'habis', 'politik', 'praktis', 'kerja', 'perintah', 'sisa', 'periode']"
 sependapat mari kita lihat hari pertama kabinet prabowo mulyono fufufafa cari kerjanya tinggal hari lagi buat evaluasi dan nilai dibawah kah,negatif,25,"['dapat', 'mari', 'lihat', 'kabinet', 'prabowo', 'mulyono', 'cari', 'kerja', 'tinggal', 'evaluasi', 'nilai', 'bawah', 'kah']"
 ini menteri baiknya di pecat aja pak akan jadi parasit di kabinet ,negatif,15,"['menteri', 'baik', 'pecat', 'parasit', 'kabinet']"
 saat pidato ke negaraan di pelantikan saya percaya dgn beliau dalam mengelola negara tapi setelah melihat menteri kabinet nya langsung pupus harap saya terhadap beliau dari ,negatif,31,"['pidato', 'negara', 'lantik', 'percaya', 'beliau', 'kelola', 'negara', 'menteri', 'kabinet', 'nya', 'langsung', 'pupus', 'harap', 'beliau']"
 om ndons bilangin ke pak gemoy libas aja tuch orang si mulyono di kabinet parasit mrk tuch berani gak pak gemoy,negatif,32,"['om', 'ndons', 'bilangin', 'gemoy', 'libas', 'tuch', 'orang', 'mulyono', 'kabinet', 'parasit', 'mrk', 'tuch', 'berani', 'gak', 'gemoy']"
prabowo ingatkan jajaran kabinet merah putih dukung penuh program makan bergizi ,netral,12,"['prabowo', 'ingat', 'jajar', 'kabinet', 'merah', 'putih', 'dukung', 'penuh', 'program', 'makan', 'gizi']"
 apa namanya kabinet zakat sudah tentu bagi kueh kalau soal nilai lihatlah kenerja sebelum nya di era presiden jokowi dodo kereta cepat jakarta bandung membengkak bos ku sampai menggunakan apbn belum lagi ikn dong janji sudah bukak ofis di nusantara kenyataan nya,negatif,46,"['nama', 'kabinet', 'zakat', 'kueh', 'nilai', 'lihat', 'kenerja', 'nya', 'era', 'presiden', 'jokowi', 'dodo', 'kereta', 'cepat', 'jakarta', 'bandung', 'bengkak', 'bos', 'ku', 'apbn', 'ikn', 'janji', 'bukak', 'ofis', 'nusantara', 'nyata', 'nya']"
 kabinet gemuk ya gini melibatkan orang banyak makin banyak yg bikin blunder udah paling bener keep ur circle small,negatif,20,"['kabinet', 'gemuk', 'libat', 'orang', 'bikin', 'blunder', 'udah', 'bener', 'keep', 'ur', 'circle', 'small']"
berdasarkan pp nomor tahun gaji pokok yang akan diterima mayor teddy sebagai sekretariat kabinet berkisar antara rp hingga ,netral,26,"['dasar', 'pp', 'nomor', 'gaji', 'pokok', 'terima', 'mayor', 'teddy', 'sekretariat', 'kabinet', 'kisar', 'rp']"
 ajak makan malam keluarga besar presiden dan kabinet itu masuk kategori apa om ,negatif,14,"['ajak', 'makan', 'malam', 'keluarga', 'presiden', 'kabinet', 'masuk', 'kategori', 'om']"
 tidak ada yg salah dg seskab teddy indra wijaya dalam mengingatkan para anggota kabinet supaya menggunakan jabatan sesuai ketentuan,positif,20,"['salah', 'seskab', 'teddy', 'indra', 'wijaya', 'anggota', 'kabinet', 'jabat', 'sesuai', 'tentu']"
ya gini kalo pemilihan kabinet berbasis popularitas,negatif,7,"['kalo', 'pilih', 'kabinet', 'bas', 'popularitas']"
kabinet merah putih kepolisian negara ri tidak lagi dibawah presiden tapi di bawah menkopulhukam seperti halnya tni benar gak nih ,negatif,21,"['kabinet', 'merah', 'putih', 'polisi', 'negara', 'bawah', 'presiden', 'menkopulhukam', 'hal', 'tni', 'gak']"
ada satu hal yang menjadi perhatian saya pada video ini dan ini bukan tentang ir tapi logowordmark kabinet merah putih benar benar ngelanjutin stylenya indonesia maju ,netral,27,"['perhati', 'video', 'ir', 'logowordmark', 'kabinet', 'merah', 'putih', 'ngelanjutin', 'stylenya', 'indonesia', 'maju']"
 gas terus kabinet merah putih ,positif,9,"['gas', 'kabinet', 'merah', 'putih']"
 dashboard kpikinerja anggota kabinet bs dipantau oleh publik jd tdk ada lgi penilain yg subjektif atau like or dislike tp smua punya parameter yg jlas sesuai dgn progress kpi tsb,netral,31,"['dashboard', 'kpikinerja', 'anggota', 'kabinet', 'pantau', 'publik', 'lgi', 'penilain', 'subjektif', 'like', 'or', 'dislike', 'smua', 'parameter', 'jlas', 'sesuai', 'progress', 'kpi', 'tsb']"
prabowo di rapat kabinet merah putih tidak ada yang kebal di sini kalau tidak mau kerja pecat saja prabowo ingatkan para menteri bekerja dgn giat demi rakyat kurangi rapat dan ceremonial kurangi study banding ke ln prabowo lakukan efisiensi ,negatif,41,"['prabowo', 'rapat', 'kabinet', 'merah', 'putih', 'kebal', 'kerja', 'pecat', 'prabowo', 'ingat', 'menteri', 'giat', 'rakyat', 'kurang', 'rapat', 'ceremonial', 'kurang', 'study', 'banding', 'ln', 'prabowo', 'laku', 'efisiensi']"
