Tweet,Sentimen,Tweet Length
 kata siapa orba bikin malas belajar justru efek orba itu lu jadi peserta didik di paksa hapal pembukaan uud pasalnya dan kabinet menterinya di tuntut cinta tanah air peduli sesama sopan santun dan bermoral mana ada anak jaman orba mental sayur ,positif,47
 ada kabinet bayangan padahal periode masa mereka sudah berakhir spt tak iklas melepas jabatan,negatif,15
mood bgt ih skrg buka tiktok yg di tunggu update an berita kabinet merah putih dulu ma mau liat pemerintahan aj mls bgt,positif,23
 semoga aja mentri titipan mulyono dibuang dari kabinet prabowo bikin resek kerja pemerintahan,negatif,15
waspada serangan balik iran israel pindahkan lokasi pertemuan mingguan kabinet ,netral,11
 mulyono telah sukses mnciptakn kecebonk ank kodokamp kampret mungkn dl insinyur peternakn shg hobinya ternak prabowo sprtinya brhutng budi krn dijdikn menhan shg merasa sungkn sm simul mskipun kabinet yg dipimpin bs jd duri dlm daging,negatif,37
 prabowo minta seluruh kabinet merah putih gunakan mobil buatan anak bangsa ,positif,13
 banyak terobosan positif dari kabinet benerbener ngasih hasil nyata,positif,10
 duit rakyat lebih baik buat bangun pesantren bukan buat retret kabinet,negatif,20
actually prabowo pernah ngaku kehabisan duit kok karena kalah mulu makanya masuk kabinet mulyono periode setelah itu yaaaahhhh,negatif,19
 kabinet merah putih berhasil menciptakan iklim investasi yang positif,positif,10
maung garuda bakal menjadi kendaraan dinas para menteri kabinet merah putih ,netral,12
gemukbya kursi menteri di kabinet baru dinilai akan memicu risiko ekonomi baru bukan sekadar peningkatan beban fiskal untuk membiayai menteri itu tetapi akan ada risiko tumpang tindih peraturan di pemerintahan yg bisa menyurutkan masuknya investor asing ,negatif,37
 ini baru kabinet super team,positif,12
prabowo subianto ungkapkan komitmen kabinet merah putih menyusun tim ideal untuk mewujudkan pangan bergizi gratis ,positif,16
 akmil bikin kabinet tambah disiplin,positif,13
 kabinet merah putih makin disiplin,positif,15
 akmil jadi saksi kabinet kompak,positif,13
 sebaiknya seluruh jajaran menteri kabinet prabowo dan keluarganya dulu yang wajib militer untuk memberikan contoh pada masyarakat tentang jiwa patriotik wiirrrr rakyat indonesia telah berjuang semenjak jaman penjajahan dulu,negatif,30
cek dekoruma sano meja belajar minimalis sudut meja kerja kayu putih l dengan lemari kabinet dan rak dengan harga rp dapatkan di shopee sekarang ,netral,27
 kabinet tangguh rakyat senang,positif,12
bukan hanya menteri kabinet merah putih aja yang digembleng tapi oneiro juga,negatif,12
 disiplin tangguh kabinet makin solid,positif,13
 kabinet yg pilihannya pak prabowo orangorangnya kompeten yg titipan singanu kosong melompong ga ada isi,negatif,16
 pelayanan publik sekarang lebih cepat dan efisien thanks kabinet,positif,10
prabowo subianto rogoh kocek pribadi untuk biayai pembekalan kabinet merah putih ,positif,12
kabinet zaken rezim prabowo sepenuhnya tidak benar ,netral,8
direktur utama pln darmawan prasodjo menyampaikan retreat kabinet ini menjadi agenda yang krusial untuk pemerintah dan menentukan arah negara ke depan ,positif,23
kolaborasi antara pln dan akmil berjalan dengan baik dalam memastikan kelancaran pasokan listrik saat gelaran retreat kabinet ,positif,19
 kabinet ini mengerti betul pentingnya pendidikan karakter untuk generasi muda,positif,11
latihan ala kemiliteran yang di akademi militer di magelang jateng kemarin benar banyak fungsinyabagaimana kedisiplinan menteri wamen staf kabinet kesatuan persatuan cinta nkriingat dalam tubuh yg sehat ada jiwa yg sehathitung olahraga tua muda sama menteri dll harus fitampkuat ,positif,40
 keren ekonomi digital makin kuat berkat kebijakankebijakan cerdas dari kabinet merah putih,positif,13
 kabinet ini terus mendorong keberlanjutan ekonomi makin banyak kesempatan,positif,10
 ya bagus gak masuk malah itu citacita semuanya biar jadi oposisi seumur idup masuk juga cm rusuhin kabinet sama petugas partainya yang lebih utamain royal family daripada rakyat kecil kasarnya cuma jadi beban kabinet aja si banteng itu mana bansos aja di korupsi,negatif,44
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet ,negatif,10
 seskab ya ngurus kabinet lah,negatif,8
lebih serem perjusa waktu smp daripada gembleng kabinet di era prabs,negatif,11
kabinet merah putih menjadi merah pucat ,netral,7
panglima tni ikuti retreat hari ke kabinet merah putih di magelang lewat bogor,netral,16
 senang lihat kebijakan kabinet yang memperhatikan ekonomi lokal,positif,9
 maju terus pak prabowo dan kabinet merah putih indonesia jadi makin maju dengan programprogram hebat,positif,16
kabinet ancur ,negatif,3
 kebijakan fiskal kabinet benerbener mendukung pertumbuhan ekonomi,positif,8
 time kau tutup parlimen isytihar darurat dalam masa yg sama menteri kabinet kau bertali arus bertandang ke rumah kau tiap hari bila kerajaan kau kena gegar ,negatif,27
 akses layanan kesehatan makin mudah kabinet kerja nyata buat rakyat,positif,11
 dukungan bagi pengusaha lokal semakin meningkat kerja kabinet luar biasa,positif,11
profil setiawan ichlas yang jadi utusan khusus bidang ekonomi dan perbankan di kabinet merah putih ,netral,17
pln turut menyukseskan rangkaian retreat kabinet merah putih yang diinisiasi oleh presiden prabowo subianto di akademi militer akmil kota magelang sampai dengan penutupan hari pada minggu ,positif,29
 duit pribadi prabowo biar kabinet kuat dan solid,positif,18
 biar kabinet kerja lebih kompak hasilnya buat rakyat juga,positif,18
 dana pribadi prabowo biar kabinet makin kompak,positif,16
 hati pak sama org nya mulyono di kabinet mereka meng up si fufufafa biar trending dan bapak yg tenggelam pantau pak platform medsos dan media yg meng up si mulyono sdgkan bpk hanya sekali saja,negatif,36
 bangun tim kuat itu penting dimulai dari kabinet solid,positif,18
 prabowo serius mau bikin kabinet solid tanpa apbn,positif,18
 kalau kabinet kompak hasilnya buat rakyat juga,positif,16
pln emang keren abis pengamanan berlapisnya bikin acara kabinet jadi super aman dan nyaman mantap jiwa robbery gg tlid dingin racism dalot,positif,23
 bangsa butuh kabinet solid dan antikorupsi ini langkah pertama,positif,20
 aku yakin kabinet pak prabowo yang sekarang ini adalah kabinet sementara alias pemuas hatitapi lihat aja nanti hari setelah menjabat kurasa barulah muncul kabinet yang betul kabinetnya pak prabowo alias pilihannya pak prabowo sendiriingat beliau itu ahli strategi,negatif,40
 disiplin dari retret ini jadi pondasi buat kabinet yang bersih,positif,21
 soliditas ini kunci buat jauhkan kabinet dari korupsi,positif,17
 itulah pentingnya susunan kabinet yg orisionil berdasarkan dengan meriktokrasi bukan balas jasa apalagi kabinet sandera presiden itu berkuasa dlm menentukan menteri sbg pembatunya dlm kesuksesan programnya bagaimana jadi nya klo para pembantu sebenarnya sdg bersekongkol,negatif,36
 dengan satu visi kabinet bisa lebih fokus bangun bangsa,positif,18
 retret ini untuk perkuat kerja kabinet yang bebas korupsi,positif,18
 kabinet yang solid dari retret ini bantu cegah korupsi lebih efektif,positif,20
 retret ini untuk bentuk kebersamaan yang solid di kabinet,positif,19
 yg w pikirin pertama anggarannya sih gendut bgt lho itu kabinet,negatif,12
 masa nggak dukung ketum masuk kabinet pak emang berani bongkar kepmenkeu km yg terbit berdsrkan sampah paling tdk korupsi pd penerapan asas lex superiori derogat legi inferiori dan lex posteriori derogat legi priori,negatif,39
 wkwkwk hari bolos kerja dong se kabinetbadut,negatif,8
 emang dia dulu dan sekarang ada yg percaya yaa paling di circlenya doang masyarakat mah udah tau sejak dulu ni orang agak laen memang dan sebagian besar kabinet merah putih wowo itu agak laen emang sih,negatif,37
 pertumbuhan sektor digital makin cepat kabinet benerbener mendukung inovasi,positif,10
terungkap prabowo biayai retreat kabinet merah putih dengan uang pribadi ,positif,11
 masih kenapa fyi program makan bergizi ini sepengetahuan saya sdh resmi ditunda mungkin salah satu alasannya karena adanya faktor import susu ini yang digagas oleh mentannya anda tau siapa mentannya dia ini orang jokowi yang skarang kembali jadi mentan di kabinet ,negatif,47
 kalo pprabowo bisa fokus berantas narkoba judi online dan berantas korupsi sy yakin rakyat akan mendukung fullapalagi dimulai dari anggota kabinet nya wouw kerrent,positif,29
 salut kabinet merah putih fokus banget di lingkungan hidup juga,positif,11
respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia ,positif,14
 indonesia makin digital semua berkat program kabinet yang jitu,negatif,10
penafsiran teman fb tentang nama kabinet fufufafa kabinet merahputih merah berdarah putih memutihkan sejarah ,negatif,17
 senin november wib ruang seminar fkh ugm jangan lupa hadir ya temanteman mktbemfkhx departemen minat dan bakat kabinet naaranjana bem fkh ugm,netral,28
makanya kabinet ga boleh gendut ndut ,negatif,7
 mas gibran blusukan ke pasar usai pembekalan kabinet sah sah saja ini kan termasuk agenda kerja kok ujang komarudin sewot bahkan bawa pak jokowi kalo ciri khas keluarga pak jokowi blusukan ujang mau apa,negatif,36
 intinya kapolri itu diganti hilangkan geng solo dari kabinet buka lembaran baru pak presiden,negatif,21
presiden prabowo subianto bakal rutin mengevaluasi kinerja para menteri di kabinet merah putih ,netral,14
pindad siap produksi maung untuk kendaraan dinas kabinet merah putih ,positif,14
 layanan publik makin mudah dan cepat top banget nih kabinet merah putih,positif,13
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet ,negatif,11
 pertanyaanya apakah kita lebih pintar lebih hebat daei diacoba kita interospeksi dirikenapa energi tidak kita pakai tuk mengawasi kinerja kabinet merah putihdisitu masih banyak kepentingan dan kalo boleh dibilang mafioso,negatif,31
 budiman dan fadlizon lebih parah mbak skrg malah masuk kabinet tuh,negatif,14
 kabinet ini peduli pada perlindungan lingkungan hidup sangat menginspirasi,positif,10
sejumlah menteri kabinet prabowo meminta tambahan anggaran kementeriannya yang dinilai terlalu sedikit apakah penambahan anggaran ini patut untuk diminta para menteri ini meski baru beberapa hari saja dilantik ,negatif,30
 lihat deh pembangunan daerah makin pesat semua berkat kerja keras kabinet merah putih,positif,14
 kabinet merah putih makin kompak,positif,13
 kabinet solid rakyat senang,positif,12
 kabinet ini sangat perhatian terhadap masalah kesejahteraan anak generasi kita terjamin,positif,12
 kabinet merah putih makin kokoh,positif,13
 prabowo kuatkan kabinet solid,positif,12
hitunghitungan keberhasilan kabinet gemuk merah putih ala prabowo subianto ,positif,10
 ini baru kabinet kuat,positif,12
 kabinet ini berhasil membawa perubahan positif di setiap lapisan masyarakat,positif,11
 kabinet merah putih berkomitmen untuk meningkatkan kesejahteraan sosial,positif,9
kabinet merah putih prabowo lebih mirip bagibagi jatah daripada zaken kabinet ,negatif,12
 kabinet merah putih hendaknya perlu kerja keras terbaik amanah handal hebat demi akselerasi mewujudkan kesejahteraan rakyat di nkri dan kemajuan bangsanegara jangan narasi lebih maju sampai saat ini ri negara berkembang dalam global south,negatif,35
 kebayang kalau kabinet merah putih semua angle kiri,negatif,9
 kabinet solid rakyat mendukung,positif,12
di balik putusan pdip urung masuk kabinet ,negatif,8
pembekalan bikin internal kabinet solid airlangga insyaallah kerja cepat ,netral,16
 program kesehatan makin merata salut buat kabinet yang fokus di kesehatan rakyat,netral,13
 akmil bikin kabinet solid,netral,12
 yaahnamanya usaha kali aja dapat itu juga semua demi lu utk menjawab rasa penasaran lu mengapa wiranto masuk kabinet ,netral,20
 kabinet ini peduli pada kebutuhan masyarakat teruslah berkarya,netral,9
menteri perlindungan pekerja migran indonesia abdul kadir karding menyatakan bahwa presiden prabowo subianto membiayai seluruh kegiatan retreat kabinet merah putih di akademi militer magelang menggunakan uang pribadinya ,netral,29
 kabinet merah putih semoga esok hri dan akan datang membawa kemajuan bagi seluruh rakyat indonesia,netral,17
 ketahanan pangan makin kuat kabinet kerja keras banget buat rakyat,netral,11
 berkat program kabinet kawasan terpencil sekarang makin terhubung,netral,9
 kabinet ini serius dalam penanganan isuisu sosial bagus banget,netral,10
istana sebut dana retreat kabinet merah putih di magelang dari kantong prabowo selengkapnya gtgtgt ,netral,16
 kebijakan fiskal kabinet bikin ekonomi kita makin stabil dan kuat,netral,11
bersama beberapa menteri n wamen kabinet merah putih menghadiri acara puncak hari sumpah pemuda ke di taman mini indonesia indah tmii ,netral,22
 salut sama programprogramnya kabinet merah putih dari ketahanan pangan sampe digitalisasi semuanya top,netral,14
kepala kantor komunikasi kepresidenan hasan nasbi mengungkapkan bahwa retreat kabinet merah putih di akmil magelang dibiayai oleh prabowo subianto ,netral,20
isi tiktok isinya glorifying prabowo dan kabinet beliau komentarnya udh mulai berlebihan udh berlebihan tidak baik,netral,16
jadwal padat raffi ahmad usai retreat kabinet di akmil magelang via ,netral,21
 kabinet bisa di reshuffle bulan lagi jadi yang ga keliatan kerja bakal dipecat secara tidak hormat,netral,21
 kyknya kok mkin ancur yaa kabinet skrang ini,netral,9
 dan presiden prabowo meminta seluruh menteri di kabinet merah putih melihat kembali apbn dan mempelajari lagi dipa keuangan ,positif,21
 stabilitas harga pangan terjaga kerja kabinet mantap,positif,8
 banyak inovasi yang lahir dari kabinet prabowo ini proud,positif,10
akankah nasdem bergabung kabinet prabowogibran willy aditya nanti kita lihat lah ,netral,12
 sektor kehutanan dapet perhatian besar dari kabinet program pelestariannya keren,positif,11
 program perlindungan sosial makin inklusif kabinet luar biasa,positif,9
rocky gerung pembinaan kabinet merah putih di hambalang dan magelang tidak berguna ,negatif,13
 kabinet ini mendukung setiap langkah untuk melindungi hak asasi manusia,positif,11
 bang domisili nya sama dengan kenapa gak grace ya atau mau buat kabinet tidak terlalu tegang ya biar ada stand up comedian garing ,negatif,28
 kabinet kmaren napa ga pake esemka ,negatif,8
 cerminan kabinet superbody mulyono jilid kok gak takut sama presiden yg buat acara dan anggaran pribadinya apa argumentasinya f jawabnyasaya sudah telpon bapak saya di oslo mau ijin duluan wkkkkkkbeler kok jadi wapres hancur kharisma presidennya ,negatif,39
yapemilik asmaul husnah mhn curahkan sgala kemampuan utk sesungguhnya jujur demi allah swt agar amp kabinet merahputih mprri mampu memberikan manfaat optimum utk muampnkri,netral,33
 ntar kalo gw dpt kontak mayted gw tanyakan sepenting itukah pak wiranto masuk kabinet merah putih,negatif,17
 wah klo ini perkara sulit ini so para menteri yg ada di kabinet skrg banyak pengusaha tambang termasuk keluarga prabowo ,negatif,22
 apresiasi buat kabinet yang terus fokus pada pendidikan anak bangsa,positif,11
 banyak langkah nyata dari kabinet buat mendorong ekonomi kreatif maju terus,positif,12
