Tweet,Sentimen,Tweet Length,Tokens,Label_Encoded
 apa namanya kabinet zakat sudah tentu bagi kueh kalau soal nilai lihatlah kenerja sebelum nya di era presiden jokowi dodo kereta cepat jakarta bandung membengkak bos ku sampai menggunakan apbn belum lagi ikn dong janji sudah bukak ofis di nusantara kenyataan nya,-1,46,"['nama', 'kabinet', 'zakat', 'kueh', 'nilai', 'lihat', 'kenerja', 'nya', 'era', 'presiden', 'jokowi', 'dodo', 'kereta', 'cepat', 'jakarta', 'bandung', 'bengkak', 'bos', 'ku', 'apbn', 'ikn', 'janji', 'bukak', 'ofis', 'nusantara', 'nyata', 'nya']",0
 kabinet gemuk ya gini melibatkan orang banyak makin banyak yg bikin blunder udah paling bener keep ur circle small,-1,20,"['kabinet', 'gemuk', 'libat', 'orang', 'bikin', 'blunder', 'udah', 'bener', 'keep', 'ur', 'circle', 'small']",0
berdasarkan pp nomor tahun gaji pokok yang akan diterima mayor teddy sebagai sekretariat kabinet berkisar antara rp hingga ,0,26,"['dasar', 'pp', 'nomor', 'gaji', 'pokok', 'terima', 'mayor', 'teddy', 'sekretariat', 'kabinet', 'kisar', 'rp']",1
 ajak makan malam keluarga besar presiden dan kabinet itu masuk kategori apa om ,-1,14,"['ajak', 'makan', 'malam', 'keluarga', 'presiden', 'kabinet', 'masuk', 'kategori', 'om']",0
 tidak ada yg salah dg seskab teddy indra wijaya dalam mengingatkan para anggota kabinet supaya menggunakan jabatan sesuai ketentuan,1,20,"['salah', 'seskab', 'teddy', 'indra', 'wijaya', 'anggota', 'kabinet', 'jabat', 'sesuai', 'tentu']",2
ya gini kalo pemilihan kabinet berbasis popularitas,-1,7,"['kalo', 'pilih', 'kabinet', 'bas', 'popularitas']",0
kabinet merah putih kepolisian negara ri tidak lagi dibawah presiden tapi di bawah menkopulhukam seperti halnya tni benar gak nih ,-1,21,"['kabinet', 'merah', 'putih', 'polisi', 'negara', 'bawah', 'presiden', 'menkopulhukam', 'hal', 'tni', 'gak']",0
ada satu hal yang menjadi perhatian saya pada video ini dan ini bukan tentang ir tapi logowordmark kabinet merah putih benar benar ngelanjutin stylenya indonesia maju ,0,27,"['perhati', 'video', 'ir', 'logowordmark', 'kabinet', 'merah', 'putih', 'ngelanjutin', 'stylenya', 'indonesia', 'maju']",1
 gas terus kabinet merah putih ,1,9,"['gas', 'kabinet', 'merah', 'putih']",2
 dashboard kpikinerja anggota kabinet bs dipantau oleh publik jd tdk ada lgi penilain yg subjektif atau like or dislike tp smua punya parameter yg jlas sesuai dgn progress kpi tsb,0,31,"['dashboard', 'kpikinerja', 'anggota', 'kabinet', 'pantau', 'publik', 'lgi', 'penilain', 'subjektif', 'like', 'or', 'dislike', 'smua', 'parameter', 'jlas', 'sesuai', 'progress', 'kpi', 'tsb']",1
prabowo di rapat kabinet merah putih tidak ada yang kebal di sini kalau tidak mau kerja pecat saja prabowo ingatkan para menteri bekerja dgn giat demi rakyat kurangi rapat dan ceremonial kurangi study banding ke ln prabowo lakukan efisiensi ,-1,41,"['prabowo', 'rapat', 'kabinet', 'merah', 'putih', 'kebal', 'kerja', 'pecat', 'prabowo', 'ingat', 'menteri', 'giat', 'rakyat', 'kurang', 'rapat', 'ceremonial', 'kurang', 'study', 'banding', 'ln', 'prabowo', 'laku', 'efisiensi']",0
pihak istana menyebut kegiatan pembekalan yang diikuti jajaran kabinet merah putih di akmil magelang merupakan bentuk kebersamaan bukan ospek atau militerisme ,0,22,"['istana', 'sebut', 'giat', 'bekal', 'ikut', 'jajar', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'bentuk', 'sama', 'ospek', 'militerisme']",1
presiden prabowo ungkap alasan bawa menteri kabinet merah putih ke lembah tidar magelang ,0,14,"['presiden', 'prabowo', 'alas', 'bawa', 'menteri', 'kabinet', 'merah', 'putih', 'lembah', 'tidar', 'magelang']",1
 ini yg namanya kabinet gagahgagahan demi balas jasa akhirnya anggaran negara remuk amp endingnya rakyat di palak dlm bentuk pajak,-1,21,"['nama', 'kabinet', 'gagahgagahan', 'balas', 'jasa', 'anggar', 'negara', 'remuk', 'amp', 'endingnya', 'rakyat', 'palak', 'bentuk', 'pajak']",0
 kau bisa bedakan setmilpres sama sekretaris kabinet ,-1,11,"['kau', 'beda', 'setmilpres', 'sekretaris', 'kabinet']",0
mulai saling mengunci kasus korupsi jaman mulyono nipunegoro mangkuputro,-1,9,"['kunci', 'korupsi', 'jaman', 'mulyono', 'nipunegoro', 'mangkuputro']",0
 goblok goblok anjing kabinet pd tolol semua,-1,8,"['goblok', 'goblok', 'anjing', 'kabinet', 'pd', 'tolol']",0
 kabinet gemoy apbn letoy,-1,5,"['kabinet', 'gemoy', 'apbn', 'letoy']",0
 nunggu arahan tugas tapi wara wiri kemana mana presiden sibuk ngurus kabinet sementara wapres sibuk pencitraan,-1,17,"['nunggu', 'arah', 'tugas', 'wara', 'wiri', 'mana', 'presiden', 'sibuk', 'ngurus', 'kabinet', 'wapres', 'sibuk', 'citra']",0
 kabinet itu gemoy kalau semua rakyat jadi pejabat ,-1,9,"['kabinet', 'gemoy', 'rakyat', 'jabat']",0
pengawalan amp kritik kabinet merah putih thn kedepan,-1,9,"['awal', 'amp', 'kritik', 'kabinet', 'merah', 'putih', 'thn', 'depan']",0
segini gaji mayor teddy usai dilantik prabowo jadi sekretaris kabinet ,0,11,"['gin', 'gaji', 'mayor', 'teddy', 'lantik', 'prabowo', 'sekretaris', 'kabinet']",1
 baru mudeng mayor teddydi angkat jd sekretaris kabinet gt y semoga bs mnguasai bid pkerjaan barunya dgn baik at least masiii tetap di bwh pengarahan om prabs sekpri kapolri di tarik jd pengawal presiden artinya itu calon jen di masa yad pecah bintang ntiii,-1,47,"['mudeng', 'mayor', 'teddydi', 'angkat', 'sekretaris', 'kabinet', 'gt', 'y', 'moga', 'mnguasai', 'bid', 'pkerjaan', 'baru', 'at', 'least', 'masiii', 'bwh', 'arah', 'om', 'prabs', 'sekpri', 'kapolri', 'tarik', 'awal', 'presiden', 'calon', 'jen', 'yad', 'pecah', 'bintang', 'ntiii']",0
kabinet merah putih mengemban misi menuju indonesia emas,1,8,"['kabinet', 'merah', 'putih', 'emban', 'misi', 'indonesia', 'emas']",2
 kalau hal tsb bukannya sdh ada sekretariat negara dan kabinet ,0,12,"['tsb', 'sekretariat', 'negara', 'kabinet']",1
awokwokwokwok t pecat menteri prabowo kabinet merah putih pigai ,-1,13,"['awokwokwokwok', 't', 'pecat', 'menteri', 'prabowo', 'kabinet', 'merah', 'putih', 'pigai']",0
pengantar presiden subianto pada sidang kabinet paripurna di kantor presiden komplek istana kepresidenan jakarta oktober ,0,21,"['antar', 'presiden', 'subianto', 'sidang', 'kabinet', 'paripurna', 'kantor', 'presiden', 'komplek', 'istana', 'presiden', 'jakarta', 'oktober']",1
 heeem kabinet penggerusan uang rakyat ,-1,6,"['heeem', 'kabinet', 'gerus', 'uang', 'rakyat']",0
bisa saja hari masa kerja kabinet prabowo habis oleh kegiatan seremonial lontaklantik pejabat baru hingga kekhawatiran lambannya kabinet jumbo bisa saja terbukti,-1,23,"['kerja', 'kabinet', 'prabowo', 'habis', 'giat', 'seremonial', 'lontaklantik', 'jabat', 'khawatir', 'lamban', 'kabinet', 'jumbo', 'bukti']",0
kuharap menterimenteri kabinet merah putih ini kedepannya jangan asbun ya sekalinya salah ngomong yakin bakal digoreng sampai akhir kabinet wkwk,-1,20,"['harap', 'menterimenteri', 'kabinet', 'merah', 'putih', 'depan', 'asbun', 'sekali', 'salah', 'ngomong', 'goreng', 'kabinet', 'wkwk']",0
untuk pertama kalinya presiden didampingi wakil presiden gibran rakabuming memimpin sidang kabinet paripurna bersama seluruh jajaran kabinet merah putih di kantor presiden jakarta rabu foto humas setkab rah ,0,32,"['kali', 'presiden', 'damping', 'wakil', 'presiden', 'gibran', 'rakabuming', 'pimpin', 'sidang', 'kabinet', 'paripurna', 'jajar', 'kabinet', 'merah', 'putih', 'kantor', 'presiden', 'jakarta', 'rabu', 'foto', 'humas', 'setkab', 'rah']",1
 ya gimana ya namanya juga kabinet omon ,-1,9,"['gimana', 'nama', 'kabinet', 'omon']",0
apresiasi susunan kabinet merah putih komandan tkn fanta arief rosyid hasan prabowo mendorong orang muda sebagai kekuatan ,1,18,"['apresiasi', 'susun', 'kabinet', 'merah', 'putih', 'komandan', 'tkn', 'fanta', 'arief', 'rosyid', 'hasan', 'prabowo', 'dorong', 'orang', 'muda', 'kuat']",2
 ya kan gamasuk kabinet manapun gmn si,-1,8,"['gamasuk', 'kabinet', 'mana', 'gmn']",0
 luar biasa kabinet ini bingung pun bisa mendapatkan engagement,-1,10,"['kabinet', 'bingung', 'engagement']",0
kabinet gemuk prabowo tentu akan lebih memperpanjang jangkauan sehingga relatif semua program cepat tercapai tak masalah anggaran membengkak karena pak prabowo akan mengevaluasi kinerja para menterinya,-1,26,"['kabinet', 'gemuk', 'prabowo', 'panjang', 'jangkau', 'relatif', 'program', 'cepat', 'capai', 'anggar', 'bengkak', 'prabowo', 'evaluasi', 'kerja', 'menteri']",0
dari kapan tahun di jaman dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya zonk apalagi sekelas kabinet balas budi macam begini buktikan deh kalau judi online akan tetap subur sampai tahun dari sekarang,-1,38,"['jaman', 'tegak', 'hukum', 'tri', 'ngomong', 'hasil', 'zonk', 'kelas', 'kabinet', 'balas', 'bukti', 'judi', 'online', 'subur']",0
 gw demen neh kabinet pancingan sedang berjalan sepertinya,-1,9,"['demen', 'neh', 'kabinet', 'pancing', 'jalan']",0
justru koordinasikoordinasi seperti ini akan membuat kabinet baru mengetahui dan melanjutkan policy yang baik ke depannya kan citacitanya sama indonesia emas ujar menteri dody,1,25,"['koordinasikoordinasi', 'kabinet', 'lanjut', 'policy', 'depan', 'citacitanya', 'indonesia', 'emas', 'menteri', 'dody']",2
mengintip peran raffi ahmad di kabinet prabowo ajak masyarakat kolaborasi meski dibayangi kontroversi soal gelar doktornya ,1,17,"['intip', 'peran', 'raffi', 'ahmad', 'kabinet', 'prabowo', 'ajak', 'masyarakat', 'kolaborasi', 'bayang', 'kontroversi', 'gelar', 'doktor']",2
 dari kapan tahun di jaman dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya zonk apalagi sekelas kabinet balas budi macam begini buktikan deh kalau judi online akan tetap subur sampai tahun dari sekarang,-1,39,"['jaman', 'tegak', 'hukum', 'tri', 'ngomong', 'hasil', 'zonk', 'kelas', 'kabinet', 'balas', 'bukti', 'judi', 'online', 'subur']",0
 kacau sih ini kabinet anjir belum seminggu udah akh sudahlah,-1,12,"['kacau', 'kabinet', 'anjir', 'minggu', 'udah', 'akh']",0
sobat nusantara pln nusantara power pln np ikut berkontribusi dalam menyukseskan pelantikan presiden dan wakil presiden serta kabinet merah putih republik indonesia terpilih yang berlangsung pada senin selasa oktober di jakarta ,0,33,"['sobat', 'nusantara', 'nusantara', 'power', 'np', 'kontribusi', 'sukses', 'lantik', 'presiden', 'wakil', 'presiden', 'kabinet', 'merah', 'putih', 'republik', 'indonesia', 'pilih', 'senin', 'selasa', 'oktober', 'jakarta']",1
 bakal ada reshuffle terus bagus sih daripada kabinet gemuk gitu porsi harus dikurangi eh tapi malah jadi mirip parlementer soalnua ganti ganti terus wkwk,-1,25,"['reshuffle', 'bagus', 'kabinet', 'gemuk', 'gitu', 'porsi', 'rang', 'eh', 'parlementer', 'soalnua', 'ganti', 'ganti', 'wkwk']",0
 wkwkwk yang bener tititfafa kali lu terlalu jauh berimajinasi dengan memakai narasi orang sangat jauh dan diluar nurul baru juga kerja ini kabinet juga udah ada yg bikin gaduh nikmatin dulu lah kasih ruang kudeta hadeehhh emang prabowo kurang pinter apa,-1,43,"['wkwkwk', 'bener', 'tititfafa', 'kali', 'imajinasi', 'pakai', 'narasi', 'orang', 'luar', 'nurul', 'kerja', 'kabinet', 'udah', 'bikin', 'gaduh', 'nikmatin', 'kasih', 'ruang', 'kudeta', 'hadeehhh', 'emang', 'prabowo', 'pinter']",0
jajarannya kabinet prabowo klo dijadiin masing satu kantor ruku di summarecon cukup kaga yak,-1,14,"['jajar', 'kabinet', 'prabowo', 'dijadiin', 'kantor', 'ruku', 'summarecon', 'yak']",0
perlengkapan tidur yg wajib kamu punya terlaris gt buku prabowo iran ibu supriyani israel baru pecat mentri kabinet fufufafa jokowi ,0,32,"['lengkap', 'tidur', 'wajib', 'laris', 'gt', 'buku', 'prabowo', 'iran', 'supriyani', 'israel', 'pecat', 'tri', 'kabinet', 'jokowi']",1
full pidato presiden prabowo di rapat perdana kabinet merah putih program makan gratis dan birokrasi ,0,20,"['full', 'pidato', 'presiden', 'prabowo', 'rapat', 'perdana', 'kabinet', 'merah', 'putih', 'program', 'makan', 'gratis', 'birokrasi']",1
percuma bapak teriak orang di kabinetmu itu loh kabinet balas budi dan campur tangan pak jokowi mereka hanya akan memanfaatkan kebijakan untuk diri dan golongan mereka sendiri bukan untuk kepentingan rakyatmu kita buktikan selama tahun kedepan,-1,37,"['teriak', 'orang', 'kabinet', 'loh', 'kabinet', 'balas', 'campur', 'tangan', 'jokowi', 'manfaat', 'bijak', 'golong', 'penting', 'rakyat', 'bukti', 'depan']",0
luhut binsar pandjaitan batal pensiun lanjutkan kontribusi di kabinet prabowo subianto ,0,12,"['luhut', 'binsar', 'pandjaitan', 'batal', 'pensiun', 'lanjut', 'kontribusi', 'kabinet', 'prabowo', 'subianto']",1
 menteri kabinet prabowo terkaya versi lhkpn nih guys ,0,10,"['menteri', 'kabinet', 'prabowo', 'kaya', 'versi', 'lhkpn', 'guys']",1
 emang apa hebat nya prabowo bikin kabinet dibantu jokowi padahal akhir masa jabatan tinggalkan beban utk rakyat banyak baca lah biar pinter dikit,-1,26,"['emang', 'hebat', 'nya', 'prabowo', 'bikin', 'kabinet', 'bantu', 'jokowi', 'jabat', 'tinggal', 'beban', 'rakyat', 'baca', 'biar', 'pinter', 'dikit']",0
biar kembali marwahnya bukan kabinet cengengesan ala mukidi,-1,8,"['biar', 'marwahnya', 'kabinet', 'cengengesan', 'mukidi']",0
fadli zon ungkap prabowo bakal perdalam program rencana dan target kabinet merah putih di akmil magelang artikel ini telah tayang di dengan judul fadli zon ungkap prabowo bakal perdalam program rencana dan target kabinet merah putih di akmil,0,39,"['fadli', 'zon', 'prabowo', 'dalam', 'program', 'rencana', 'target', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'artikel', 'tayang', 'judul', 'fadli', 'zon', 'prabowo', 'dalam', 'program', 'rencana', 'target', 'kabinet', 'merah', 'putih', 'akmil']",1
 kabinet merah putih red alert ,-1,10,"['kabinet', 'merah', 'putih', 'red', 'alert']",0
 kakaknya jadi pusing lantaran adiknya gak masuk kabinet sementara hasil pansus di depan mata dan penjara menunggu ,-1,20,"['kakak', 'pusing', 'lantar', 'adik', 'gak', 'masuk', 'kabinet', 'hasil', 'pansus', 'mata', 'penjara', 'tunggu']",0
menteri kabinet merah putih akan mendapatkan ospek yg dicanangkan oleh presiden republik indonesia prabowo subianto di akmil magelang meanwhile komdis ospek di akmil mana ikat pinggang nya ,-1,28,"['menteri', 'kabinet', 'merah', 'putih', 'ospek', 'canang', 'presiden', 'republik', 'indonesia', 'prabowo', 'subianto', 'akmil', 'magelang', 'meanwhile', 'komdis', 'ospek', 'akmil', 'ikat', 'pinggang', 'nya']",0
sidang kabinet perdana prabowo tidak patuh dan tidak bekerja keras copot segera ,0,13,"['sidang', 'kabinet', 'perdana', 'prabowo', 'patuh', 'keras', 'copot']",1
 kabinet booby kartanegara masih kosong,0,6,"['kabinet', 'booby', 'kartanegara', 'kosong']",1
 kabinet periode ini sih pak,-1,7,"['kabinet', 'periode']",0
 benar mirip kabinet sibuk klarifikasi quo vadis indonesia ,-1,12,"['kabinet', 'sibuk', 'klarifikasi', 'quo', 'vadis', 'indonesia']",0
prof stella christie akademisi hebat lulusan harvard dan guru besar di tsinghua university kini resmi menjabat sebagai wakil menteri pendidikan tinggi sains dan teknologi dalam kabinet merah putih ,1,30,"['prof', 'stella', 'christie', 'akademisi', 'hebat', 'lulus', 'harvard', 'guru', 'tsinghua', 'university', 'resmi', 'jabat', 'wakil', 'menteri', 'didik', 'sains', 'teknologi', 'kabinet', 'merah', 'putih']",2
seru juga disuru tidur jam malem terus bangun jam subuh uda kaya kabinet merah putih,-1,17,"['seru', 'disuru', 'tidur', 'jam', 'malem', 'bangun', 'jam', 'subuh', 'uda', 'kaya', 'kabinet', 'merah', 'putih']",0
harapharap cemas menanti hari kinerja kabinet merah putih prabowogibran ,0,11,"['harapharap', 'cemas', 'kerja', 'kabinet', 'merah', 'putih', 'prabowogibran']",1
kabinet prerogatif antara prabowo dan joe biden presiden sebagai kepala negara dan kepala pemerintahan punya hak prerogatif dalam mengangkat dan memberhentikan para menteri moch eksan pendiri eksan institute vini najwa shihab padang messi wwii sdit,0,36,"['kabinet', 'prerogatif', 'prabowo', 'joe', 'biden', 'presiden', 'kepala', 'negara', 'kepala', 'perintah', 'hak', 'prerogatif', 'angkat', 'henti', 'menteri', 'moch', 'eks', 'diri', 'eks', 'institute', 'vini', 'najwa', 'shihab', 'padang', 'messi', 'wwii', 'sdit']",1
presiden prabowo subianto disebut turut memberi pengarahan soal ibu kota nusantara ikn saat retret kabinet merah putih di magelang jawa tengah dan sudah memiliki rencana akan merampungkan pembangunan ikn dalam tahun ,1,36,"['presiden', 'prabowo', 'subianto', 'arah', 'kota', 'nusantara', 'ikn', 'retret', 'kabinet', 'merah', 'putih', 'magelang', 'jawa', 'milik', 'rencana', 'rampung', 'bangun', 'ikn']",2
kabinet prabowo haji isam dan harapan indonesia antikorupsi banyak aspek dan cara untuk mengkajinya izinkan saya menyorotinya dari sisi hukum tata negara dan prinsip antikorupsi denny indrayana exwamenkumham vini najwa shihab padang banda neira,0,35,"['kabinet', 'prabowo', 'haji', 'isam', 'harap', 'indonesia', 'antikorupsi', 'aspek', 'kaji', 'izin', 'sorot', 'sisi', 'hukum', 'tata', 'negara', 'prinsip', 'antikorupsi', 'denny', 'indrayana', 'exwamenkumham', 'vini', 'najwa', 'shihab', 'padang', 'banda', 'neira']",1
tb hasanuddin pembekalan kabinet merah putih yang sakral harus jadi sebuah ikhtiar ,0,13,"['tb', 'hasanuddin', 'bekal', 'kabinet', 'merah', 'putih', 'sakral', 'ikhtiar']",1
kata hasto soal tak adanya kader pdip di kabinet merah putih prabowo ,-1,32,"['hasto', 'kader', 'pdip', 'kabinet', 'merah', 'putih', 'prabowo']",0
 dari kabinet sudah menjelaskan semuanya kok,-1,7,['kabinet'],0
 kabinet fufufafa kabinet wani piro ,-1,8,"['kabinet', 'kabinet', 'wani', 'piro']",0
kemenpan rb percepat langkah transisi kementrian negara kabinet merah putih menpan rb rini widyantini menargetkan penataan organisasi kabinet merah putih bisa selesai pada akhir november mendatang ten hag preman nikmir hybe vini mudryk manchester united ,0,37,"['kemenpan', 'rb', 'cepat', 'langkah', 'transisi', 'tri', 'negara', 'kabinet', 'merah', 'putih', 'menpan', 'rb', 'rini', 'widyantini', 'target', 'tata', 'organisasi', 'kabinet', 'merah', 'putih', 'selesai', 'november', 'ten', 'hag', 'preman', 'nikmir', 'hybe', 'vini', 'mudryk', 'manchester', 'united']",1
 cuman satu ganti wakilnya buang semua liyalis mulyono di kabinet yakin amamn dan sejahtrapoinya adalah berani engga,-1,19,"['cuman', 'ganti', 'wakil', 'buang', 'liyalis', 'mulyono', 'kabinet', 'amamn', 'sejahtrapoinya', 'berani', 'engga']",0
 isi kabinet kebanyakan penjilat daripada patriot,-1,8,"['isi', 'kabinet', 'banyak', 'jilat', 'patriot']",0
 gak cuma presiden aja yang peduli sama rakyat para menteri kabinet indonesia maju juga ikut antar semangat,1,18,"['gak', 'presiden', 'peduli', 'rakyat', 'menteri', 'kabinet', 'indonesia', 'maju', 'semangat']",2
 tauketauke besar itu artinya oligarki mr anwar indonesia justru sarangnya di kabinet merah putih,-1,16,"['tauketauke', 'oligarki', 'mr', 'anwar', 'indonesia', 'sarang', 'kabinet', 'merah', 'putih']",0
 bener berani teriak kenceng bro skrg kabinet nmbh orang gmn bro dgn uang apbnitu ada mentri yg minta tmbhan t udah teriak kenceng blom loe bro,-1,29,"['bener', 'berani', 'teriak', 'kenceng', 'bro', 'kabinet', 'nmbh', 'orang', 'gmn', 'bro', 'uang', 'apbnitu', 'tri', 'tmbhan', 't', 'udah', 'teriak', 'kenceng', 'blom', 'loe', 'bro']",0
 terus dgn kabinet di tmbh pkai acara gt apa gk pkai uang apbn mnggaji orang gk pkai uang apbn rakyat mau di cekik dgn pajak yg tinggi gt,-1,32,"['kabinet', 'tmbh', 'pkai', 'acara', 'gt', 'pkai', 'uang', 'apbn', 'mnggaji', 'orang', 'pkai', 'uang', 'apbn', 'rakyat', 'cekik', 'pajak', 'gt']",0
 anies gak di kabinet itu yowis ini prabowo fufufafa kalau udah seminggu aja ngawur begini sampe bilang aksi bukan pelanggaran ham gimana tahun kedepan ,-1,28,"['anies', 'gak', 'kabinet', 'yowis', 'prabowo', 'udah', 'minggu', 'ngawur', 'sampe', 'bilang', 'aksi', 'langgar', 'ham', 'gimana', 'depan']",0
