Tweet,Sentimen,Tweet Length,Tokens
 kabinet baru berusia hari anda sudah bisa meramalkannya seakan akan kapten mulyono lebih hebat dari tony stark bro didu presiden tidak sebodoh yang anda kira seakan akan presiden dibawah perintah mantan presidenbiarkanlah mereka bermain civil war seperti avengers,negatif,41,"['kabinet', 'baru', 'berusia', 'hari', 'anda', 'sudah', 'bisa', 'meramalkannya', 'seakan', 'akan', 'kapten', 'mulyono', 'lebih', 'hebat', 'dari', 'tony', 'stark', 'bro', 'didu', 'presiden', 'tidak', 'sebodoh', 'yang', 'anda', 'kira', 'seakan', 'akan', 'presiden', 'dibawah', 'perintah', 'mantan', 'presidenbiarkanlah', 'mereka', 'bermain', 'civil', 'war', 'seperti', 'avengers']"
blom hari ni anggota kabinet banyak yg absurd ya,negatif,10,"['blom', 'hari', 'ni', 'anggota', 'kabinet', 'banyak', 'yg', 'absurd', 'ya']"
 jangan senang dulu opung bisa jadi itu test bagi kabinet gemuk,negatif,12,"['jangan', 'senang', 'dulu', 'opung', 'bisa', 'jadi', 'itu', 'test', 'bagi', 'kabinet', 'gemuk']"
prabowo subianto tekankan persatuan elit politik dan pengelolaan kekayaan bangsa di sidang kabinet perdana ,netral,15,"['prabowo', 'subianto', 'tekankan', 'persatuan', 'elit', 'politik', 'dan', 'pengelolaan', 'kekayaan', 'bangsa', 'di', 'sidang', 'kabinet', 'perdana']"
 makanya kabinet gemuk biar asisten nya yg kerja yg jawab yg bikin laporan dll termasuk yg di salah in ,negatif,21,"['makanya', 'kabinet', 'gemuk', 'biar', 'asisten', 'nya', 'yg', 'kerja', 'yg', 'jawab', 'yg', 'bikin', 'laporan', 'dll', 'termasuk', 'yg', 'di', 'salah', 'in']"
kalau kita liat susunan kabinet mentri hanya hitungan jari perempuan terpampang wajahwajah gagah saja kemana para perempuannya,negatif,17,"['kalau', 'kita', 'liat', 'susunan', 'kabinet', 'mentri', 'hanya', 'hitungan', 'jari', 'perempuan', 'terpampang', 'wajahwajah', 'gagah', 'saja', 'kemana', 'para', 'perempuannya']"
terlihat wibawanya wajah bocil dalam sidang kabinet tatapan matanya tajam seperti mata elang ngikik malam ,negatif,16,"['terlihat', 'wibawanya', 'wajah', 'bocil', 'dalam', 'sidang', 'kabinet', 'tatapan', 'matanya', 'tajam', 'seperti', 'mata', 'elang', 'ngikik', 'malam']"
prabowo di sidang kabinet tidak ada di antara kita yang punya tongkat nabi sulaiman ,netral,15,"['prabowo', 'di', 'sidang', 'kabinet', 'tidak', 'ada', 'di', 'antara', 'kita', 'yang', 'punya', 'tongkat', 'nabi', 'sulaiman']"
 nama kabinet merah putih dimaksud menggambarkan kabinet berjiwa nasionalis berisi menteri kepala badan wakil menteri jumlah menteri dan wakil menteri terlalu banyak mungkin lebih cocok pakai nama kabinet padat karyawan ,negatif,49,"['nama', 'kabinet', 'merah', 'putih', 'dimaksud', 'menggambarkan', 'kabinet', 'berjiwa', 'nasionalis', 'berisi', 'menteri', 'kepala', 'badan', 'wakil', 'menteri', 'jumlah', 'menteri', 'dan', 'wakil', 'menteri', 'terlalu', 'banyak', 'mungkin', 'lebih', 'cocok', 'pakai', 'nama', 'kabinet', 'padat', 'karyawan']"
 tadi sempat tayang sampai waktu gol tapi habis itu langsung menghilang,netral,14,"['tadi', 'sempat', 'tayang', 'sampai', 'waktu', 'gol', 'tapi', 'habis', 'itu', 'langsung', 'menghilang']"
lho tadi di rapat kabinet bilang harus efisien tidak boleh rapat ini itu seminar ini itu lha ini,negatif,18,"['lho', 'tadi', 'di', 'rapat', 'kabinet', 'bilang', 'harus', 'efisien', 'tidak', 'boleh', 'rapat', 'ini', 'itu', 'seminar', 'ini', 'itu', 'lha', 'ini']"
anggota kabinet yg bikin gaduh mulaik keliatan dan unjuk ketangkasan berkata kata,negatif,12,"['anggota', 'kabinet', 'yg', 'bikin', 'gaduh', 'mulaik', 'keliatan', 'dan', 'unjuk', 'ketangkasan', 'berkata', 'kata']"
 belum sidang kabinet tapi udah kesana kemari seolah seperti presiden apa mau menunjukkan kalau beliau merasa lebih baik dari maruf amin,negatif,22,"['belum', 'sidang', 'kabinet', 'tapi', 'udah', 'kesana', 'kemari', 'seolah', 'seperti', 'presiden', 'apa', 'mau', 'menunjukkan', 'kalau', 'beliau', 'merasa', 'lebih', 'baik', 'dari', 'maruf', 'amin']"
kirain guanlin jadi anggota kabinet merah putih ,netral,8,"['kirain', 'guanlin', 'jadi', 'anggota', 'kabinet', 'merah', 'putih']"
tanggapi kabinet gemoy adik prabowo jika bulan pertama kurang berdaya akan dievaluasi ,negatif,14,"['tanggapi', 'kabinet', 'gemoy', 'adik', 'prabowo', 'jika', 'bulan', 'pertama', 'kurang', 'berdaya', 'akan', 'dievaluasi']"
program hilirisasi kabinet merah putih prabowogibran ekonom sebut sektorsektor ini bisa jadi fokus awal ekonom dari pusat ekonomi makro dan keuangan brin menyarankan pemerintah kabinet merah putih prabowogibran agar berfokus dalam hilirisasi dalam ,netral,35,"['program', 'hilirisasi', 'kabinet', 'merah', 'putih', 'prabowogibran', 'ekonom', 'sebut', 'sektorsektor', 'ini', 'bisa', 'jadi', 'fokus', 'awal', 'ekonom', 'dari', 'pusat', 'ekonomi', 'makro', 'dan', 'keuangan', 'brin', 'menyarankan', 'pemerintah', 'kabinet', 'merah', 'putih', 'prabowogibran', 'agar', 'berfokus', 'dalam', 'hilirisasi', 'dalam']"
presiden prabowo ungkap alasan pembekalan menteri kabinet diadakan di akmil magelang ,netral,13,"['presiden', 'prabowo', 'ungkap', 'alasan', 'pembekalan', 'menteri', 'kabinet', 'diadakan', 'di', 'akmil', 'magelang']"
sandal slop glossy ala korea shopee presiden prabowo kabinet merah putih malam taro pigai hitthefloor t jirayut doraemon baru madrid rabu ,netral,27,"['sandal', 'slop', 'glossy', 'ala', 'korea', 'shopee', 'presiden', 'prabowo', 'kabinet', 'merah', 'putih', 'malam', 'taro', 'pigai', 'hitthefloor', 't', 'jirayut', 'doraemon', 'baru', 'madrid', 'rabu']"
 mencermati kabinet bentukan prabowo tepat kata soe hik gie prabowo itu terlalu naif lugu kekanak xan dan terlalu polos orang dgn sifat naif sering kali begitu percaya kpd orang di sekitarnya akan jatuh krn kenaifannya ,negatif,37,"['mencermati', 'kabinet', 'bentukan', 'prabowo', 'tepat', 'kata', 'soe', 'hik', 'gie', 'prabowo', 'itu', 'terlalu', 'naif', 'lugu', 'kekanak', 'xan', 'dan', 'terlalu', 'polos', 'orang', 'dgn', 'sifat', 'naif', 'sering', 'kali', 'begitu', 'percaya', 'kpd', 'orang', 'di', 'sekitarnya', 'akan', 'jatuh', 'krn', 'kenaifannya']"
video menteri dan wamen kabinet tembus orang gaji melambung ,negatif,12,"['video', 'menteri', 'dan', 'wamen', 'kabinet', 'tembus', 'orang', 'gaji', 'melambung']"
 tidak perlu koar tapi tiba ada dalam kabinet,negatif,9,"['tidak', 'perlu', 'koar', 'tapi', 'tiba', 'ada', 'dalam', 'kabinet']"
presiden prabowo subianto mengingatkan jajaran menteri di kabinet merah putih tidak mementingkan urusan pribadi dalam menjalankan tugas ,netral,18,"['presiden', 'prabowo', 'subianto', 'mengingatkan', 'jajaran', 'menteri', 'di', 'kabinet', 'merah', 'putih', 'tidak', 'mementingkan', 'urusan', 'pribadi', 'dalam', 'menjalankan', 'tugas']"
said didu kabinet merah putih dikendalikan jokowi bukan prabowo ,negatif,10,"['said', 'didu', 'kabinet', 'merah', 'putih', 'dikendalikan', 'jokowi', 'bukan', 'prabowo']"
takut lihat kenyataan kenyataan kabinet baru ,negatif,6,"['takut', 'lihat', 'kenyataan', 'kenyataan', 'kabinet', 'baru']"
 maksudnya dibalik luar dalam bukan atas bawah ,netral,10,"['maksudnya', 'dibalik', 'luar', 'dalam', 'bukan', 'atas', 'bawah']"
sidang kabinet paripurna yang pertama kabinet merah putih ,netral,10,"['sidang', 'kabinet', 'paripurna', 'yang', 'pertama', 'kabinet', 'merah', 'putih']"
galaknya sih dapet ya tapi birokrasi seefisien apa yang bapak harapkan dari kabinet berisi kepala ,negatif,16,"['galaknya', 'sih', 'dapet', 'ya', 'tapi', 'birokrasi', 'seefisien', 'apa', 'yang', 'bapak', 'harapkan', 'dari', 'kabinet', 'berisi', 'kepala']"
 cocok masuk dalam kabinet para penyamun,negatif,9,"['cocok', 'masuk', 'dalam', 'kabinet', 'para', 'penyamun']"
refly harun soal kabinet era jokowi periode pertama lebih baik dari prabowo ,negatif,13,"['refly', 'harun', 'soal', 'kabinet', 'era', 'jokowi', 'periode', 'pertama', 'lebih', 'baik', 'dari', 'prabowo']"
 kemenag saat ini yg tersuram dari suramnya isi kabinet,negatif,10,"['kemenag', 'saat', 'ini', 'yg', 'tersuram', 'dari', 'suramnya', 'isi', 'kabinet']"
 sebaliknya masa jabatan eksekutif yang tahun per periode perlu ditambah selama ini tahun pertama habis utk konsolidasi kabinet dan bulan terakhir habis utk tahun politik praktis masa kerja pemerintah hanya tersisa tahun periode,negatif,38,"['sebaliknya', 'masa', 'jabatan', 'eksekutif', 'yang', 'tahun', 'per', 'periode', 'perlu', 'ditambah', 'selama', 'ini', 'tahun', 'pertama', 'habis', 'utk', 'konsolidasi', 'kabinet', 'dan', 'bulan', 'terakhir', 'habis', 'utk', 'tahun', 'politik', 'praktis', 'masa', 'kerja', 'pemerintah', 'hanya', 'tersisa', 'tahun', 'periode']"
 sependapat mari kita lihat hari pertama kabinet prabowo mulyono fufufafa cari kerjanya tinggal hari lagi buat evaluasi dan nilai dibawah kah,negatif,25,"['sependapat', 'mari', 'kita', 'lihat', 'hari', 'pertama', 'kabinet', 'prabowo', 'mulyono', 'fufufafa', 'cari', 'kerjanya', 'tinggal', 'hari', 'lagi', 'buat', 'evaluasi', 'dan', 'nilai', 'dibawah', 'kah']"
 ini menteri baiknya di pecat aja pak akan jadi parasit di kabinet ,negatif,15,"['ini', 'menteri', 'baiknya', 'di', 'pecat', 'aja', 'pak', 'akan', 'jadi', 'parasit', 'di', 'kabinet']"
 saat pidato ke negaraan di pelantikan saya percaya dgn beliau dalam mengelola negara tapi setelah melihat menteri kabinet nya langsung pupus harap saya terhadap beliau dari ,negatif,31,"['saat', 'pidato', 'ke', 'negaraan', 'di', 'pelantikan', 'saya', 'percaya', 'dgn', 'beliau', 'dalam', 'mengelola', 'negara', 'tapi', 'setelah', 'melihat', 'menteri', 'kabinet', 'nya', 'langsung', 'pupus', 'harap', 'saya', 'terhadap', 'beliau', 'dari']"
 om ndons bilangin ke pak gemoy libas aja tuch orang si mulyono di kabinet parasit mrk tuch berani gak pak gemoy,negatif,32,"['om', 'ndons', 'bilangin', 'ke', 'pak', 'gemoy', 'libas', 'aja', 'tuch', 'orang', 'si', 'mulyono', 'di', 'kabinet', 'parasit', 'mrk', 'tuch', 'berani', 'gak', 'pak', 'gemoy']"
prabowo ingatkan jajaran kabinet merah putih dukung penuh program makan bergizi ,netral,12,"['prabowo', 'ingatkan', 'jajaran', 'kabinet', 'merah', 'putih', 'dukung', 'penuh', 'program', 'makan', 'bergizi']"
 apa namanya kabinet zakat sudah tentu bagi kueh kalau soal nilai lihatlah kenerja sebelum nya di era presiden jokowi dodo kereta cepat jakarta bandung membengkak bos ku sampai menggunakan apbn belum lagi ikn dong janji sudah bukak ofis di nusantara kenyataan nya,negatif,46,"['apa', 'namanya', 'kabinet', 'zakat', 'sudah', 'tentu', 'bagi', 'kueh', 'kalau', 'soal', 'nilai', 'lihatlah', 'kenerja', 'sebelum', 'nya', 'di', 'era', 'presiden', 'jokowi', 'dodo', 'kereta', 'cepat', 'jakarta', 'bandung', 'membengkak', 'bos', 'ku', 'sampai', 'menggunakan', 'apbn', 'belum', 'lagi', 'ikn', 'dong', 'janji', 'sudah', 'bukak', 'ofis', 'di', 'nusantara', 'kenyataan', 'nya']"
 kabinet gemuk ya gini melibatkan orang banyak makin banyak yg bikin blunder udah paling bener keep ur circle small,negatif,20,"['kabinet', 'gemuk', 'ya', 'gini', 'melibatkan', 'orang', 'banyak', 'makin', 'banyak', 'yg', 'bikin', 'blunder', 'udah', 'paling', 'bener', 'keep', 'ur', 'circle', 'small']"
berdasarkan pp nomor tahun gaji pokok yang akan diterima mayor teddy sebagai sekretariat kabinet berkisar antara rp hingga ,netral,26,"['berdasarkan', 'pp', 'nomor', 'tahun', 'gaji', 'pokok', 'yang', 'akan', 'diterima', 'mayor', 'teddy', 'sebagai', 'sekretariat', 'kabinet', 'berkisar', 'antara', 'rp', 'hingga']"
 ajak makan malam keluarga besar presiden dan kabinet itu masuk kategori apa om ,negatif,14,"['ajak', 'makan', 'malam', 'keluarga', 'besar', 'presiden', 'dan', 'kabinet', 'itu', 'masuk', 'kategori', 'apa', 'om']"
 tidak ada yg salah dg seskab teddy indra wijaya dalam mengingatkan para anggota kabinet supaya menggunakan jabatan sesuai ketentuan,positif,20,"['tidak', 'ada', 'yg', 'salah', 'dg', 'seskab', 'teddy', 'indra', 'wijaya', 'dalam', 'mengingatkan', 'para', 'anggota', 'kabinet', 'supaya', 'menggunakan', 'jabatan', 'sesuai', 'ketentuan']"
ya gini kalo pemilihan kabinet berbasis popularitas,negatif,7,"['ya', 'gini', 'kalo', 'pemilihan', 'kabinet', 'berbasis', 'popularitas']"
kabinet merah putih kepolisian negara ri tidak lagi dibawah presiden tapi di bawah menkopulhukam seperti halnya tni benar gak nih ,negatif,21,"['kabinet', 'merah', 'putih', 'kepolisian', 'negara', 'ri', 'tidak', 'lagi', 'dibawah', 'presiden', 'tapi', 'di', 'bawah', 'menkopulhukam', 'seperti', 'halnya', 'tni', 'benar', 'gak', 'nih']"
ada satu hal yang menjadi perhatian saya pada video ini dan ini bukan tentang ir tapi logowordmark kabinet merah putih benar benar ngelanjutin stylenya indonesia maju ,netral,27,"['ada', 'satu', 'hal', 'yang', 'menjadi', 'perhatian', 'saya', 'pada', 'video', 'ini', 'dan', 'ini', 'bukan', 'tentang', 'ir', 'tapi', 'logowordmark', 'kabinet', 'merah', 'putih', 'benar', 'benar', 'ngelanjutin', 'stylenya', 'indonesia', 'maju']"
 gas terus kabinet merah putih ,positif,9,"['gas', 'terus', 'kabinet', 'merah', 'putih']"
 dashboard kpikinerja anggota kabinet bs dipantau oleh publik jd tdk ada lgi penilain yg subjektif atau like or dislike tp smua punya parameter yg jlas sesuai dgn progress kpi tsb,netral,31,"['dashboard', 'kpikinerja', 'anggota', 'kabinet', 'bs', 'dipantau', 'oleh', 'publik', 'jd', 'tdk', 'ada', 'lgi', 'penilain', 'yg', 'subjektif', 'atau', 'like', 'or', 'dislike', 'tp', 'smua', 'punya', 'parameter', 'yg', 'jlas', 'sesuai', 'dgn', 'progress', 'kpi', 'tsb']"
prabowo di rapat kabinet merah putih tidak ada yang kebal di sini kalau tidak mau kerja pecat saja prabowo ingatkan para menteri bekerja dgn giat demi rakyat kurangi rapat dan ceremonial kurangi study banding ke ln prabowo lakukan efisiensi ,negatif,41,"['prabowo', 'di', 'rapat', 'kabinet', 'merah', 'putih', 'tidak', 'ada', 'yang', 'kebal', 'di', 'sini', 'kalau', 'tidak', 'mau', 'kerja', 'pecat', 'saja', 'prabowo', 'ingatkan', 'para', 'menteri', 'bekerja', 'dgn', 'giat', 'demi', 'rakyat', 'kurangi', 'rapat', 'dan', 'ceremonial', 'kurangi', 'study', 'banding', 'ke', 'ln', 'prabowo', 'lakukan', 'efisiensi']"
pihak istana menyebut kegiatan pembekalan yang diikuti jajaran kabinet merah putih di akmil magelang merupakan bentuk kebersamaan bukan ospek atau militerisme ,netral,22,"['pihak', 'istana', 'menyebut', 'kegiatan', 'pembekalan', 'yang', 'diikuti', 'jajaran', 'kabinet', 'merah', 'putih', 'di', 'akmil', 'magelang', 'merupakan', 'bentuk', 'kebersamaan', 'bukan', 'ospek', 'atau', 'militerisme']"
presiden prabowo ungkap alasan bawa menteri kabinet merah putih ke lembah tidar magelang ,netral,14,"['presiden', 'prabowo', 'ungkap', 'alasan', 'bawa', 'menteri', 'kabinet', 'merah', 'putih', 'ke', 'lembah', 'tidar', 'magelang']"
 ini yg namanya kabinet gagahgagahan demi balas jasa akhirnya anggaran negara remuk amp endingnya rakyat di palak dlm bentuk pajak,negatif,21,"['ini', 'yg', 'namanya', 'kabinet', 'gagahgagahan', 'demi', 'balas', 'jasa', 'akhirnya', 'anggaran', 'negara', 'remuk', 'amp', 'endingnya', 'rakyat', 'di', 'palak', 'dlm', 'bentuk', 'pajak']"
 kau bisa bedakan setmilpres sama sekretaris kabinet ,negatif,11,"['kau', 'bisa', 'bedakan', 'setmilpres', 'sama', 'sekretaris', 'kabinet']"
mulai saling mengunci kasus korupsi jaman mulyono nipunegoro mangkuputro,negatif,9,"['mulai', 'saling', 'mengunci', 'kasus', 'korupsi', 'jaman', 'mulyono', 'nipunegoro', 'mangkuputro']"
 goblok goblok anjing kabinet pd tolol semua,negatif,8,"['goblok', 'goblok', 'anjing', 'kabinet', 'pd', 'tolol', 'semua']"
 kabinet gemoy apbn letoy,negatif,5,"['kabinet', 'gemoy', 'apbn', 'letoy']"
 nunggu arahan tugas tapi wara wiri kemana mana presiden sibuk ngurus kabinet sementara wapres sibuk pencitraan,negatif,17,"['nunggu', 'arahan', 'tugas', 'tapi', 'wara', 'wiri', 'kemana', 'mana', 'presiden', 'sibuk', 'ngurus', 'kabinet', 'sementara', 'wapres', 'sibuk', 'pencitraan']"
 kabinet itu gemoy kalau semua rakyat jadi pejabat ,negatif,9,"['kabinet', 'itu', 'gemoy', 'kalau', 'semua', 'rakyat', 'jadi', 'pejabat']"
pengawalan amp kritik kabinet merah putih thn kedepan,negatif,9,"['pengawalan', 'amp', 'kritik', 'kabinet', 'merah', 'putih', 'thn', 'kedepan']"
segini gaji mayor teddy usai dilantik prabowo jadi sekretaris kabinet ,netral,11,"['segini', 'gaji', 'mayor', 'teddy', 'usai', 'dilantik', 'prabowo', 'jadi', 'sekretaris', 'kabinet']"
 baru mudeng mayor teddydi angkat jd sekretaris kabinet gt y semoga bs mnguasai bid pkerjaan barunya dgn baik at least masiii tetap di bwh pengarahan om prabs sekpri kapolri di tarik jd pengawal presiden artinya itu calon jen di masa yad pecah bintang ntiii,negatif,47,"['baru', 'mudeng', 'mayor', 'teddydi', 'angkat', 'jd', 'sekretaris', 'kabinet', 'gt', 'y', 'semoga', 'bs', 'mnguasai', 'bid', 'pkerjaan', 'barunya', 'dgn', 'baik', 'at', 'least', 'masiii', 'tetap', 'di', 'bwh', 'pengarahan', 'om', 'prabs', 'sekpri', 'kapolri', 'di', 'tarik', 'jd', 'pengawal', 'presiden', 'artinya', 'itu', 'calon', 'jen', 'di', 'masa', 'yad', 'pecah', 'bintang', 'ntiii']"
kabinet merah putih mengemban misi menuju indonesia emas,positif,8,"['kabinet', 'merah', 'putih', 'mengemban', 'misi', 'menuju', 'indonesia', 'emas']"
 kalau hal tsb bukannya sdh ada sekretariat negara dan kabinet ,netral,12,"['kalau', 'hal', 'tsb', 'bukannya', 'sdh', 'ada', 'sekretariat', 'negara', 'dan', 'kabinet']"
awokwokwokwok t pecat menteri prabowo kabinet merah putih pigai ,negatif,13,"['awokwokwokwok', 't', 'pecat', 'menteri', 'prabowo', 'kabinet', 'merah', 'putih', 'pigai']"
pengantar presiden subianto pada sidang kabinet paripurna di kantor presiden komplek istana kepresidenan jakarta oktober ,netral,21,"['pengantar', 'presiden', 'subianto', 'pada', 'sidang', 'kabinet', 'paripurna', 'di', 'kantor', 'presiden', 'komplek', 'istana', 'kepresidenan', 'jakarta', 'oktober']"
 heeem kabinet penggerusan uang rakyat ,negatif,6,"['heeem', 'kabinet', 'penggerusan', 'uang', 'rakyat']"
bisa saja hari masa kerja kabinet prabowo habis oleh kegiatan seremonial lontaklantik pejabat baru hingga kekhawatiran lambannya kabinet jumbo bisa saja terbukti,negatif,23,"['bisa', 'saja', 'hari', 'masa', 'kerja', 'kabinet', 'prabowo', 'habis', 'oleh', 'kegiatan', 'seremonial', 'lontaklantik', 'pejabat', 'baru', 'hingga', 'kekhawatiran', 'lambannya', 'kabinet', 'jumbo', 'bisa', 'saja', 'terbukti']"
kuharap menterimenteri kabinet merah putih ini kedepannya jangan asbun ya sekalinya salah ngomong yakin bakal digoreng sampai akhir kabinet wkwk,negatif,20,"['kuharap', 'menterimenteri', 'kabinet', 'merah', 'putih', 'ini', 'kedepannya', 'jangan', 'asbun', 'ya', 'sekalinya', 'salah', 'ngomong', 'yakin', 'bakal', 'digoreng', 'sampai', 'akhir', 'kabinet', 'wkwk']"
untuk pertama kalinya presiden didampingi wakil presiden gibran rakabuming memimpin sidang kabinet paripurna bersama seluruh jajaran kabinet merah putih di kantor presiden jakarta rabu foto humas setkab rah ,netral,32,"['untuk', 'pertama', 'kalinya', 'presiden', 'didampingi', 'wakil', 'presiden', 'gibran', 'rakabuming', 'memimpin', 'sidang', 'kabinet', 'paripurna', 'bersama', 'seluruh', 'jajaran', 'kabinet', 'merah', 'putih', 'di', 'kantor', 'presiden', 'jakarta', 'rabu', 'foto', 'humas', 'setkab', 'rah']"
 ya gimana ya namanya juga kabinet omon ,negatif,9,"['ya', 'gimana', 'ya', 'namanya', 'juga', 'kabinet', 'omon']"
apresiasi susunan kabinet merah putih komandan tkn fanta arief rosyid hasan prabowo mendorong orang muda sebagai kekuatan ,positif,18,"['apresiasi', 'susunan', 'kabinet', 'merah', 'putih', 'komandan', 'tkn', 'fanta', 'arief', 'rosyid', 'hasan', 'prabowo', 'mendorong', 'orang', 'muda', 'sebagai', 'kekuatan']"
 ya kan gamasuk kabinet manapun gmn si,negatif,8,"['ya', 'kan', 'gamasuk', 'kabinet', 'manapun', 'gmn', 'si']"
 luar biasa kabinet ini bingung pun bisa mendapatkan engagement,negatif,10,"['luar', 'biasa', 'kabinet', 'ini', 'bingung', 'pun', 'bisa', 'mendapatkan', 'engagement']"
kabinet gemuk prabowo tentu akan lebih memperpanjang jangkauan sehingga relatif semua program cepat tercapai tak masalah anggaran membengkak karena pak prabowo akan mengevaluasi kinerja para menterinya,negatif,26,"['kabinet', 'gemuk', 'prabowo', 'tentu', 'akan', 'lebih', 'memperpanjang', 'jangkauan', 'sehingga', 'relatif', 'semua', 'program', 'cepat', 'tercapai', 'tak', 'masalah', 'anggaran', 'membengkak', 'karena', 'pak', 'prabowo', 'akan', 'mengevaluasi', 'kinerja', 'para', 'menterinya']"
dari kapan tahun di jaman dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya zonk apalagi sekelas kabinet balas budi macam begini buktikan deh kalau judi online akan tetap subur sampai tahun dari sekarang,negatif,38,"['dari', 'kapan', 'tahun', 'di', 'jaman', 'dah', 'berapa', 'penegak', 'hukum', 'dan', 'mentri', 'yg', 'ngomong', 'begini', 'apa', 'hasilnya', 'zonk', 'apalagi', 'sekelas', 'kabinet', 'balas', 'budi', 'macam', 'begini', 'buktikan', 'deh', 'kalau', 'judi', 'online', 'akan', 'tetap', 'subur', 'sampai', 'tahun', 'dari', 'sekarang']"
